,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.38,0.9,1.0,0.6,0.21,0.0,0.4,0.32,0.81,0.65,0.93,0.26,0.95,0.81,0.9,0.16
arsenal-1.csv,0.3,0.82,0.22,1.0,0.16,0.09,0.68,0.25,0.85,0.45,1.0,0.3,0.79,0.73,0.9,0.47
bnetd.csv,0.3,0.79,0.49,0.48,0.11,0.04,0.97,0.29,0.8,0.38,0.97,0.24,0.78,0.8,0.86,0.39
cascading.csv,0.3,0.86,0.67,0.5,0.12,0.05,0.74,0.26,1.0,0.67,1.0,0.3,0.73,0.72,0.84,0.36
fm-classic.csv,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
free-evolution.csv,0.36,0.85,0.78,0.47,0.13,0.0,0.67,0.31,0.73,0.6,0.97,0.97,0.69,0.84,0.89,0.58
gnome-jabber.csv,0.33,0.84,0.47,0.67,0.1,0.05,0.5,0.42,0.78,0.36,0.98,0.23,0.58,0.72,0.85,0.44
guineu.csv,0.96,0.93,0.61,0.5,0.1,0.0,0.73,0.57,0.79,0.71,0.96,0.16,0.6,0.77,0.9,0.29
ipfilter.csv,0.27,0.74,0.4,0.46,0.06,0.04,0.43,0.38,0.78,0.35,0.94,0.21,1.0,0.71,0.87,0.27
jruby.csv,0.38,0.82,0.49,0.47,0.1,0.06,0.5,0.27,0.83,0.39,0.96,0.34,0.65,0.75,0.98,0.46
l2j.csv,0.29,0.82,0.46,0.55,0.09,0.02,0.62,0.24,0.84,0.38,0.94,0.28,0.91,1.0,0.88,0.38
libmesh.csv,0.3,0.73,0.21,0.44,0.24,0.07,0.4,0.83,0.71,0.75,0.94,0.21,0.61,0.72,0.86,0.25
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
stajistics.csv,0.29,0.78,0.39,0.5,0.06,0.1,0.5,0.44,0.91,0.62,0.96,0.2,0.78,0.68,0.84,0.97
twostep.csv,0.36,0.82,0.57,0.51,0.11,0.06,0.71,0.22,0.82,0.96,0.96,0.32,0.58,0.84,0.85,0.45
x4x.csv,0.26,0.98,0.52,0.41,0.09,0.06,0.53,0.32,0.78,0.32,0.98,0.29,0.69,0.74,0.85,0.3
