,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.26,0.17,0.0,0.19,0.35,0.12,0.26,0.46,0.36,0.13,0.2,0.51,0.05,0.12,0.42,0.52
arsenal-1.csv,0.57,0.33,0.12,0.0,0.51,0.47,0.34,0.46,0.18,0.49,0.0,0.36,0.21,0.22,0.16,0.25
bnetd.csv,0.76,0.75,0.73,0.77,0.76,0.96,0.03,0.7,0.67,0.82,0.4,0.57,0.58,0.43,0.79,0.45
cascading.csv,0.6,0.25,0.22,0.52,0.7,0.82,0.2,0.5,0.0,0.18,0.0,0.29,0.16,0.43,0.84,0.42
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
free-evolution.csv,0.16,0.33,0.07,0.61,0.63,0.07,0.17,0.24,0.21,0.09,0.4,0.01,0.95,0.04,0.32,0.07
gnome-jabber.csv,0.76,0.42,0.87,0.03,0.83,0.87,0.77,0.5,0.94,0.98,0.4,0.62,0.68,0.76,0.95,0.45
guineu.csv,0.02,0.08,0.15,0.06,0.9,0.1,0.11,0.22,0.12,0.09,0.6,0.3,0.42,0.16,0.11,0.17
ipfilter.csv,0.79,0.92,0.78,0.9,0.97,0.94,0.49,0.8,0.91,1.0,1.0,0.63,0.0,0.91,0.84,0.96
jruby.csv,0.62,0.58,0.38,0.52,0.84,0.75,0.49,0.41,0.55,0.8,0.4,0.4,0.89,0.57,0.16,0.3
l2j.csv,0.69,0.5,0.48,0.48,0.68,0.6,0.37,0.76,0.52,0.8,0.2,0.54,0.05,0.0,0.68,0.52
libmesh.csv,0.6,0.5,0.32,0.61,0.21,0.38,0.83,0.11,0.48,0.04,0.6,0.66,0.68,0.78,0.32,0.75
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stajistics.csv,0.55,0.5,0.38,0.42,0.49,0.28,0.23,0.3,0.12,0.27,0.2,0.07,0.42,0.43,0.37,0.01
twostep.csv,0.55,0.5,0.2,0.61,0.75,0.5,0.2,0.39,0.33,0.02,0.2,0.21,0.53,0.2,0.63,0.32
x4x.csv,0.78,0.08,0.7,0.65,0.95,0.75,0.43,0.61,0.76,0.84,0.2,0.3,1.0,0.79,0.47,0.72
