,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.35,0.45,0.96,0.33,1.0,0.0,0.15,0.38,0.44,0.42,0.14,0.58,0.41,0.2,0.6,0.23
arsenal-1.csv,0.54,0.43,0.04,0.85,1.0,1.0,0.67,0.27,0.3,0.69,0.12,0.48,0.33,0.24,0.22,0.5
bnetd.csv,0.73,0.79,0.83,0.81,1.0,1.0,0.97,0.5,0.74,0.88,0.63,0.58,0.83,0.67,0.75,0.67
cascading.csv,0.58,0.45,0.5,0.59,1.0,1.0,0.51,0.31,1.0,0.62,0.05,0.39,0.17,0.44,0.69,0.53
fm-classic.csv,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.03
free-evolution.csv,0.19,0.52,0.27,0.63,1.0,0.0,0.31,0.19,0.16,0.23,0.66,0.91,0.89,0.08,0.39,0.23
gnome-jabber.csv,0.85,0.62,0.9,0.07,1.0,1.0,0.69,0.65,0.93,0.96,0.99,0.61,0.39,0.78,0.8,0.8
guineu.csv,1.0,0.33,0.27,0.07,1.0,0.0,0.28,0.5,0.13,0.38,0.77,0.18,0.26,0.21,0.15,0.17
ipfilter.csv,0.65,0.76,0.6,0.89,0.67,1.0,0.33,0.88,0.9,0.92,0.84,0.55,0.96,0.89,0.85,0.83
jruby.csv,0.85,0.74,0.42,0.52,1.0,1.0,0.44,0.27,0.73,0.88,0.47,0.67,0.7,0.67,1.0,0.6
l2j.csv,0.62,0.67,0.48,0.67,0.67,0.33,0.54,0.42,0.76,0.85,0.18,0.67,0.22,0.99,0.79,0.73
libmesh.csv,0.58,0.38,0.1,0.56,0.67,0.67,0.49,0.96,0.33,0.23,0.53,0.58,0.43,0.76,0.3,0.57
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0
stajistics.csv,0.5,0.5,0.29,0.48,0.33,0.67,0.21,0.42,0.33,0.77,0.29,0.06,0.63,0.36,0.29,0.93
twostep.csv,0.69,0.64,0.31,0.74,1.0,0.67,0.44,0.19,0.42,1.0,0.26,0.33,0.3,0.41,0.55,0.6
x4x.csv,0.62,1.0,0.87,0.52,1.0,1.0,0.44,0.5,0.74,0.69,0.58,0.39,0.93,0.86,0.4,0.7
