,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.46,0.56,0.49,0.54,0.35,0.54,0.41,0.51,0.44,0.36,0.34,0.5,0.41,0.41,0.4
autowikibrowser.csv,0.41,0.35,0.37,0.34,0.32,0.38,0.32,0.38,0.33,0.34,0.32,0.3,0.4,0.29,0.34
biodwh.csv,0.88,0.92,0.82,0.98,0.37,0.64,0.43,0.89,0.5,0.48,0.88,0.64,0.63,0.56,0.37
cities3d.csv,0.64,0.83,0.54,0.58,0.0,0.75,0.0,0.86,0.88,0.92,0.0,0.34,0.64,0.37,0.0
dynalloy.csv,0.46,0.7,0.56,0.44,0.48,0.55,0.72,0.92,0.55,0.49,0.4,0.4,0.53,0.71,0.54
enzo.csv,0.41,0.37,0.4,0.31,0.39,0.37,0.34,0.45,0.37,0.34,0.41,0.32,0.42,0.34,0.4
genecys.csv,0.61,0.43,0.51,0.45,0.53,0.47,0.47,0.68,0.44,0.63,0.44,0.41,0.81,0.37,0.57
kmatplot.csv,0.53,0.62,0.46,0.47,0.0,0.83,0.5,0.91,0.83,0.0,0.75,0.31,0.55,0.4,0.57
modplug.csv,0.38,0.47,0.45,0.35,0.46,0.46,0.43,0.58,0.45,0.58,0.37,0.44,0.39,0.37,0.49
nabu-library.csv,0.52,0.67,0.95,0.98,0.5,0.56,0.68,0.53,0.51,0.57,0.73,0.9,0.76,0.93,0.48
natpad.csv,0.7,0.44,0.59,0.98,0.54,0.49,0.51,0.62,0.83,0.88,0.35,0.93,0.88,0.46,0.4
nebuladevice.csv,0.72,0.73,0.55,0.67,0.93,0.71,0.83,0.73,0.8,0.88,0.67,0.64,0.88,0.71,0.0
ossbuild.csv,0.5,0.51,0.64,0.39,0.51,0.53,0.99,0.73,0.62,0.95,0.44,0.89,0.4,0.72,0.79
xemeiah.csv,0.47,0.46,0.52,0.46,0.42,0.53,0.37,0.67,0.42,0.47,0.37,0.51,0.55,0.39,0.38
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0
