,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.88,0.76,0.58,0.57,0.5,0.04,0.6,0.21,0.35,0.1
aime.csv,0.5,0.93,0.28,0.0,0.79,0.04,0.12,0.1,0.17,0.17
badtrinitycore.csv,0.0,0.03,0.47,0.83,0.36,0.72,0.68,0.4,0.48,0.43
electric-core.csv,0.88,0.49,0.64,0.53,0.79,0.76,0.72,0.52,0.57,0.47
geochat.csv,0.85,1.0,0.53,0.06,0.14,0.0,0.2,0.02,0.13,0.5
mumble.csv,0.96,1.0,0.37,0.09,1.0,0.88,0.88,0.23,0.52,0.63
olsrd.csv,1.0,0.76,0.54,0.6,0.43,0.24,0.92,0.57,0.65,0.43
silvertree.csv,1.0,0.78,0.9,0.83,0.43,0.72,0.92,0.93,0.78,0.3
skia.csv,0.77,0.63,0.56,0.81,0.71,0.28,0.6,0.38,0.52,0.6
t-2.csv,0.54,0.72,0.47,0.6,0.79,0.76,0.64,0.64,0.61,0.47
