,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,1.0,1.0,1.0,0.0,1.0,1.0,1.0
fluent-nhibernate.csv,0.63,1.0,0.85,1.0,0.83,0.86,0.0
geogebra.csv,1.0,0.9,0.93,0.97,0.87,0.06,0.88
hibernate.csv,0.67,0.9,0.84,0.53,0.05,0.6,0.57
jasperreports.csv,0.95,0.91,0.12,1.02,0.72,0.86,0.73
kvs.csv,0.1,0.71,0.47,1.0,0.78,0.65,0.62
phet.csv,0.96,0.04,1.11,1.05,0.86,0.86,1.09
