,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fluent-nhibernate.csv,0.6,0.0,0.15,0.0,0.34,0.32,1.0
geogebra.csv,0.0,0.14,0.62,1.0,0.9,0.94,0.88
hibernate.csv,0.35,0.14,0.88,0.5,0.95,0.5,0.59
jasperreports.csv,0.05,0.1,0.88,0.0,0.35,0.15,0.29
kvs.csv,0.9,0.35,0.54,0.0,0.22,0.42,0.47
phet.csv,0.85,0.96,0.19,0.0,0.53,0.56,0.06
