,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,57.0,25.0,65.0,76.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0
grafx2.csv,17.0,43.0,26.0,19.0,0.0,5.0,2.0,1.0,1.0,2.0,4.0,1.0,6.0
jahshakafx.csv,0.0,5.0,46.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0
kftpgrabber.csv,11.0,21.0,553.0,3.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0
kindb.csv,1.0,36.0,22.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0
maya-work-in-progress.csv,48.0,61.0,39.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0
netatalk.csv,74.0,3.0,48.0,80.0,0.0,0.0,0.0,2.0,0.0,3.0,17.0,1.0,1.0
nullc.csv,16.0,3.0,58.0,77.0,0.0,2.0,0.0,8.0,5.0,7.0,20.0,3.0,1.0
plee-the-bear.csv,1.0,4.0,9.0,6.0,5.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0
reaper-ecad.csv,0.0,7.0,19.0,6.0,0.0,4.0,0.0,100.0,80.0,0.0,3.0,1.0,0.0
unimrcp.csv,7.0,0.0,92.0,53.0,0.0,0.0,9.0,0.0,1.0,2.0,2.0,1.0,8.0
unladen-swallow.csv,2.0,3.0,18.0,5.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
xmoto.csv,5.0,1.0,48.0,1.0,0.0,1.0,1.0,3.0,4.0,2.0,8.0,1.0,1.0
