,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.52,0.47,0.88,0.86,0.0,0.93,0.0,0.57,0.5,0.0
bibedt.csv,0.46,0.47,0.94,0.87,0.9,0.85,0.83,0.44,0.94,0.54
cascading.csv,0.48,0.35,0.61,0.6,0.5,0.6,0.5,0.53,0.43,0.44
firebreath.csv,0.5,0.92,0.47,0.61,0.0,0.52,0.57,0.5,0.42,0.42
fritzing.csv,0.47,0.45,0.48,0.47,0.69,0.46,0.73,0.35,0.48,0.45
httpcontentparser.csv,0.97,0.0,0.68,0.86,0.86,0.6,0.46,0.55,0.54,0.61
mpgravity.csv,0.42,0.56,0.42,0.43,0.5,0.49,0.39,0.34,0.39,0.45
patterntesting.csv,0.42,0.35,0.41,0.52,0.62,0.45,0.4,0.33,0.39,0.43
roller.csv,0.45,0.47,0.45,0.52,0.64,0.48,0.4,0.44,0.39,0.46
xfce.csv,0.44,0.35,0.42,0.45,0.38,0.47,0.37,0.34,0.41,0.4
