,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.9,0.83,0.97,0.77,1.0,0.56,1.0
k3d.csv,0.24,0.17,0.8,0.0,0.0,0.02,0.0
massiv.csv,0.0,0.0,0.17,0.43,1.0,0.1,0.0
net-snmp.csv,0.73,1.0,0.63,0.43,0.75,0.95,0.8
patterntesting.csv,0.95,1.0,1.0,0.6,0.75,1.0,1.0
t-2.csv,0.71,0.29,0.87,0.0,0.25,0.64,0.2
xreal.csv,0.12,0.58,0.37,0.03,0.0,0.04,1.0
