,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.94,0.23,0.98,0.4,0.99,0.4,0.94
k3d.csv,0.2,0.13,0.13,0.0,0.05,0.08,0.22
massiv.csv,0.0,0.0,0.05,0.36,0.03,0.36,0.06
net-snmp.csv,0.37,1.0,0.22,0.57,0.44,0.99,0.42
patterntesting.csv,0.94,0.94,0.91,0.19,0.92,0.97,0.99
t-2.csv,0.84,0.45,0.81,0.04,0.48,0.16,0.54
xreal.csv,0.14,0.52,0.48,0.19,0.2,0.13,0.02
