,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.55,0.12,0.09,1.0,0.0,0.25,0.07,0.05,0.32,0.53,0.07,0.37,0.52
empserver.csv,0.53,0.08,0.2,0.44,0.0,0.32,0.05,0.03,0.43,1.0,0.17,0.75,0.6
emulemorph.csv,0.33,0.0,1.0,0.2,0.0,0.12,0.0,1.0,0.32,0.0,0.0,0.0,0.6
google-web-toolkit.csv,0.59,0.08,0.18,0.25,0.0,0.4,0.12,0.04,0.35,0.46,0.1,0.55,1.0
htmlunit.csv,0.5,0.15,0.14,0.27,0.0,0.99,0.19,0.0,0.25,0.43,0.17,0.67,0.63
jaxen.csv,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
jguard.csv,0.56,0.09,0.16,0.39,0.0,0.32,0.06,0.05,1.0,0.51,0.08,0.61,0.57
kowari.csv,0.75,0.0,0.25,0.46,0.0,0.5,0.0,0.11,0.0,0.5,1.0,0.0,0.5
maidsafe-dht.csv,0.67,0.17,1.0,0.3,0.0,0.53,0.11,0.08,0.3,0.6,0.2,0.14,0.6
mimosa.csv,0.51,0.07,0.2,0.31,0.0,0.33,0.07,0.08,0.43,0.52,0.1,1.0,0.59
vdsf.csv,0.52,0.95,0.15,0.31,0.0,0.3,0.05,0.06,0.34,0.5,0.08,0.44,0.58
xbrlapi.csv,1.0,0.08,0.15,0.29,0.01,0.37,0.07,0.02,0.46,0.5,0.06,0.73,0.62
