,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,unicase.csv,uwom.csv
gwanted.csv,3.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0
ivatamasks.csv,18.0,0.0,14.0,0.0,0.0,0.0,2.0,20.0,0.0,21.0
orc.csv,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0
plato.csv,3.0,0.0,17.0,2.0,0.0,0.0,1.0,22.0,0.0,41.0
rodin-b-sharp.csv,3.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,1.0,7.0
umber.csv,0.0,0.0,18.0,0.0,1.0,0.0,6.0,7.0,0.0,10.0
unicase.csv,4.0,0.0,10.0,2.0,1.0,0.0,1.0,10.0,0.0,12.0
uwom.csv,4.0,0.0,12.0,2.0,0.0,0.0,1.0,30.0,1.0,0.0
vienna-add-in.csv,6.0,0.0,43.0,2.0,0.0,0.0,1.0,13.0,0.0,6.0
wpdev.csv,4.0,0.0,12.0,2.0,0.0,0.0,1.0,15.0,0.0,13.0
