,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.0,0.09,0.1,0.0,0.11,0.2,0.29,0.39
anaxagora.csv,0.35,0.77,0.97,0.48,0.0,0.25,0.14,0.3
botsnscouts.csv,0.39,0.6,0.37,0.0,0.26,0.29,0.36,0.5
emisview.csv,0.13,0.0,0.0,0.07,0.04,0.04,0.21,0.29
matrex.csv,0.13,0.45,0.4,0.41,0.17,0.01,0.14,0.19
mediaportal.csv,0.68,0.45,1.0,0.78,0.91,0.84,0.79,0.02
mediate.csv,0.71,0.51,0.0,0.52,0.3,0.72,0.57,0.52
ontopia.csv,0.68,0.98,0.6,0.78,0.82,0.52,0.0,0.72
