,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,1.0,0.22,0.21,0.19,0.1,0.14,0.21,0.71
anaxagora.csv,0.23,0.52,1.0,0.59,0.86,0.52,0.08,0.5
botsnscouts.csv,0.77,0.91,0.36,1.0,0.29,0.33,0.28,0.71
emisview.csv,0.36,1.0,0.13,0.11,0.05,0.01,0.08,0.41
matrex.csv,0.09,0.17,0.54,0.44,0.33,0.99,0.28,0.23
mediaportal.csv,0.41,0.17,0.9,0.56,0.81,0.64,0.82,0.78
mediate.csv,0.91,0.57,0.9,0.56,0.48,0.71,0.49,0.55
ontopia.csv,0.86,0.83,0.51,0.85,0.71,0.86,0.99,0.8
