,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,1.0,0.5,0.73,1.0,0.14,0.4,0.8,0.3
anaxagora.csv,0.31,0.23,0.57,0.55,1.0,0.67,0.75,0.28
botsnscouts.csv,0.59,0.4,0.56,1.0,0.18,0.52,0.81,0.25
emisview.csv,0.67,1.0,1.0,0.6,0.2,0.25,0.67,0.24
matrex.csv,0.33,0.14,0.64,0.52,0.28,0.99,0.91,0.23
mediaportal.csv,0.3,0.14,0.54,0.42,0.15,0.43,0.85,0.92
mediate.csv,0.48,0.32,1.0,0.52,0.24,0.49,0.82,0.2
ontopia.csv,0.48,0.27,0.53,0.52,0.14,0.62,1.0,0.21
