,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,1.0,1.0,1.0,0.0,1.0,0.98,1.0,1.0,1.0
chrysalis.csv,0.53,0.2,0.57,0.0,0.82,0.39,0.12,0.14,0.0
jahshaka.csv,0.0,0.02,0.11,0.0,0.15,0.17,0.12,0.36,0.04
jam-daq.csv,0.36,0.16,0.33,0.67,0.31,0.0,0.0,0.09,0.12
jatlas.csv,0.27,0.06,0.02,0.33,0.0,0.15,0.08,0.07,0.01
jedit.csv,0.01,0.37,0.65,0.67,0.68,0.8,0.42,0.51,0.48
open-media-library.csv,0.67,0.2,0.0,0.67,0.48,0.59,0.25,0.36,0.19
panda3d.csv,0.21,0.0,0.26,0.0,0.18,0.02,0.17,0.01,0.05
wheat.csv,0.52,0.41,0.61,0.0,0.47,0.35,0.04,0.5,0.03
