,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.45,0.81,0.44,0.93,0.51,0.49,0.42,0.49,1.05,0.67,0.98,0.64,0.56,0.67,0.55,0.12,0.99,0.81
fbmanager.csv,1.0,1.0,0.36,1.0,1.0,0.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43,0.89,1.0,0.91
fido.csv,1.0,0.91,1.0,0.73,1.0,0.98,1.0,1.0,1.03,0.99,0.13,1.0,1.0,0.94,1.0,0.8,0.82,1.0
fityk.csv,0.69,0.73,0.7,0.6,0.65,0.66,0.76,0.51,0.85,1.09,1.01,0.72,0.45,0.66,0.81,0.78,0.57,0.7
fleet-simulator.csv,0.93,0.91,1.0,0.82,0.62,1.0,0.8,0.97,0.83,0.61,0.88,0.76,0.87,0.99,0.67,0.04,0.74,0.77
google-caja.csv,0.44,0.8,0.53,0.34,0.95,0.52,0.85,0.4,0.88,0.7,0.92,0.64,0.75,0.96,0.52,0.33,0.74,0.8
hibernate.csv,0.55,0.65,0.54,0.52,0.84,0.67,0.64,0.71,0.74,0.89,0.36,0.47,0.63,0.69,0.46,0.63,0.56,0.79
itext.csv,0.48,0.96,0.57,1.0,0.86,0.63,0.78,0.33,0.76,0.64,0.63,0.64,0.5,0.87,0.32,0.39,0.55,0.87
k3b.csv,0.5,0.7,0.87,0.83,0.87,0.48,0.9,0.4,0.64,0.97,0.87,0.69,0.81,0.82,0.96,1.12,0.7,0.9
megameknet.csv,0.72,0.68,0.68,0.97,0.8,0.61,0.83,0.64,0.88,0.95,1.14,0.45,0.6,0.74,0.9,0.92,0.68,0.79
myfaces.csv,0.53,0.65,0.54,0.62,0.32,0.59,0.69,0.71,0.66,0.39,0.41,0.49,0.61,0.59,0.6,0.31,0.55,0.59
ninject.csv,0.65,0.63,0.71,0.87,0.82,0.8,0.73,0.53,0.72,0.41,0.56,0.75,0.67,0.89,0.86,1.28,0.82,0.13
ondex.csv,0.69,0.76,0.8,0.86,0.6,0.68,0.81,0.86,0.92,0.9,0.84,0.63,0.62,0.56,0.5,0.74,0.7,0.64
paintown.csv,0.36,0.59,0.78,1.0,0.95,0.62,0.69,0.67,0.91,0.97,0.89,0.99,0.6,0.93,0.88,1.01,0.9,1.0
poormans.csv,0.92,0.63,0.97,0.7,0.48,0.78,0.83,0.49,0.61,0.75,1.0,0.67,0.88,0.76,0.32,0.96,0.76,0.8
powerfolder.csv,0.58,0.82,0.57,0.85,0.56,0.54,0.71,0.86,0.1,0.64,0.6,0.73,0.67,0.77,0.65,0.64,0.61,0.89
smartgwt.csv,0.49,0.55,0.56,1.0,0.52,0.56,0.95,0.89,0.18,0.36,0.78,0.77,0.61,0.73,0.54,1.29,0.62,0.89
triplea.csv,0.52,0.42,0.52,0.75,0.96,0.56,0.75,0.44,0.8,0.48,0.94,0.64,0.55,0.72,0.82,0.04,0.71,0.84
