,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,3.0,0.0,5.0,1.0,2.0,3.0,11.0,11.0,0.0,6.0
bscwweasel.csv,11.0,0.0,10.0,1.0,3.0,1.0,2.0,106.0,0.0,6.0
cme.csv,2.0,0.0,133.0,53.0,114.0,0.0,70.0,106.0,0.0,0.0
fido.csv,9.0,0.0,133.0,53.0,114.0,0.0,0.0,2.0,250.0,56.0
japano.csv,41.0,0.0,54.0,5.0,4.0,1.0,18.0,22.0,0.0,56.0
joustsim.csv,38.0,0.0,56.0,0.0,3.0,0.0,0.0,10.0,0.0,19.0
log4net.csv,4.0,0.0,5.0,3.0,5.0,0.0,3.0,106.0,0.0,9.0
personalaccess.csv,4.0,0.0,15.0,0.0,12.0,0.0,4.0,16.0,0.0,10.0
rcp-company-uibindings.csv,0.0,0.0,16.0,0.0,1.0,0.0,6.0,9.0,0.0,3.0
unbvision.csv,2.0,0.0,20.0,2.0,4.0,2.0,9.0,106.0,0.0,21.0
