,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,23.0,0.0,2.0,19.0,3.0,5.0,0.0,2.0,4.0
carabiner.csv,26.0,0.0,1.0,12.0,0.0,2.0,25.0,4.0,0.0
continuum-ide.csv,21.0,1.0,1.0,2.0,6.0,2.0,0.0,14.0,1.0
gtad.csv,4.0,0.0,1.0,0.0,0.0,1.0,12.0,9.0,3.0
htmlunit.csv,21.0,0.0,0.0,7.0,0.0,5.0,7.0,5.0,2.0
jsr308-langtools.csv,41.0,1.0,10.0,276.0,0.0,9.0,5.0,11.0,8.0
kaffeine.csv,52.0,0.0,19.0,5.0,12.0,7.0,4.0,12.0,6.0
stemkit.csv,72.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,12.0
taokgame.csv,19.0,0.0,2.0,9.0,5.0,6.0,4.0,3.0,6.0
