,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,18.0,6.0,12.0,2.0,1.0,8.0,1.0,2.0,168.0,4.0,0.0
elateportal.csv,5.0,0.0,0.0,3.0,8.0,14.0,3.0,1.0,2.0,0.0,0.0
etics.csv,5.0,0.0,0.0,0.0,3.0,113.0,1.0,0.0,1.0,0.0,0.0
lockss.csv,6.0,1.0,5.0,2.0,6.0,1.0,2.0,0.0,0.0,2.0,0.0
pcgen.csv,13.0,7.0,0.0,1.0,12.0,3.0,3.0,0.0,2.0,2.0,1.0
personalaccess.csv,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0
pydev.csv,14.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,4.0,3.0,1.0
rhex.csv,1.0,0.0,54.0,14.0,7.0,6.0,5.0,3.0,1.0,1.0,3.0
stuproa-cims.csv,0.0,6.0,54.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0
uclmda.csv,3.0,2.0,8.0,2.0,81.0,113.0,4.0,0.0,0.0,9.0,0.0
wgs-assembler.csv,18.0,1.0,4.0,1.0,3.0,6.0,0.0,0.0,1.0,2.0,1.0
