,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.92,0.41,0.86,0.86,0.0,0.47,0.56,0.67,0.94,0.59,0.8,0.69,0.83,0.89,0.4,0.62,0.35,0.48,0.63,0.92
autofac.csv,0.37,0.75,0.5,0.4,0.39,0.72,0.52,0.49,0.41,0.46,0.48,0.57,0.75,0.36,0.37,0.34,0.44,0.33,0.38,0.46
azureus.csv,0.38,0.4,0.32,0.4,0.4,0.42,0.41,0.45,0.46,0.53,0.46,0.49,0.4,0.38,0.34,0.5,0.32,0.34,0.41,0.42
coot.csv,0.73,0.5,0.88,0.45,0.44,0.68,0.64,0.62,0.56,0.46,0.5,0.57,0.88,0.42,0.44,0.47,0.67,0.47,0.57,0.48
cuberok.csv,0.4,0.53,0.48,0.57,0.56,0.55,0.55,0.61,0.52,0.53,0.51,0.72,0.88,0.53,0.38,0.87,0.38,0.65,0.59,0.49
dsworkbench.csv,0.67,0.49,0.75,0.94,0.89,0.69,0.85,0.86,0.98,0.97,0.0,0.0,0.67,0.96,0.0,0.92,0.89,0.94,0.97,0.95
gabel.csv,0.45,0.52,0.89,0.51,0.53,0.67,0.58,0.7,0.51,0.82,0.62,0.67,0.0,0.7,0.88,0.6,0.39,0.72,0.72,0.93
gephex.csv,0.47,0.38,0.36,0.55,0.62,0.47,0.41,0.56,0.45,0.8,0.47,0.46,0.43,0.53,0.44,0.48,0.32,0.38,0.45,0.57
haggle.csv,0.41,0.48,0.89,0.39,0.0,0.91,0.8,0.46,0.68,0.6,0.83,0.42,0.53,0.36,0.36,0.39,0.29,0.61,0.66,0.92
icescrum.csv,0.5,0.4,0.91,0.44,0.43,0.45,0.46,0.46,0.43,0.67,0.62,0.74,0.75,0.45,0.49,0.42,0.5,0.45,0.46,0.56
javaprofiler.csv,0.39,0.42,0.4,0.48,0.4,0.5,0.41,0.46,0.45,0.44,0.42,0.51,0.5,0.39,0.42,0.48,0.35,0.39,0.41,0.54
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.86,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.45,0.59,0.33,0.38,0.39,0.54,0.44,0.4,0.43,0.47,0.43,0.38,0.4,0.33,0.36,0.36,0.33,0.35,0.42,0.53
octet.csv,0.93,0.53,0.46,0.6,0.42,0.46,0.58,0.48,0.61,0.57,0.71,0.56,0.88,0.43,0.5,0.47,0.42,0.44,0.44,0.68
openefm.csv,0.54,0.51,0.91,0.52,0.48,0.58,0.53,0.69,0.49,0.82,0.93,0.7,0.56,0.62,0.93,0.49,0.38,0.55,0.53,0.6
rcp-company-uibindings.csv,0.65,0.35,0.44,0.4,0.39,0.42,0.47,0.47,0.45,0.52,0.41,0.0,0.44,0.4,0.39,0.35,0.57,0.4,0.43,0.7
servicestack.csv,0.67,0.89,0.69,0.0,0.0,0.92,0.93,0.75,0.0,0.94,0.5,0.0,0.6,0.0,0.75,0.0,0.75,0.0,0.95,0.0
synecdoche.csv,0.46,0.38,0.38,0.79,0.37,0.42,0.61,0.4,0.55,0.37,0.52,0.54,0.48,0.51,0.42,0.5,0.3,0.59,0.5,0.6
tmva.csv,0.37,0.42,0.32,0.44,0.62,0.4,0.42,0.46,0.49,0.4,0.48,0.45,0.41,0.36,0.5,0.86,0.31,0.7,0.39,0.49
wsmt.csv,0.94,0.89,0.51,0.92,0.5,0.96,0.89,0.89,0.86,0.97,0.91,0.63,0.59,0.92,0.64,0.8,0.8,0.75,0.66,0.62
