,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.77,0.95,0.44,0.6,0.46,0.75,0.86,0.5,0.5,0.72
fritzing.csv,0.45,0.66,0.46,0.57,0.37,0.51,0.0,0.65,0.52,0.62
jlinalg.csv,0.47,0.95,0.56,0.4,0.48,0.65,0.52,0.41,0.7,0.86
knowledge.csv,0.41,0.4,0.44,0.38,0.42,0.51,0.67,0.44,0.5,0.46
massiv.csv,0.83,0.95,0.62,0.0,0.0,0.95,0.0,0.57,0.0,0.0
multitude.csv,0.54,0.48,0.42,0.35,0.38,0.43,0.38,0.37,0.49,0.44
playerstage.csv,0.52,0.56,0.44,0.55,0.38,0.65,0.75,0.57,0.48,0.55
quarkplusplus.csv,0.45,0.58,0.47,0.55,0.48,0.97,0.5,0.49,0.52,0.65
rtrt-on-gpu.csv,0.92,0.72,0.91,0.64,0.62,0.73,0.86,0.9,0.79,0.75
superwaba.csv,0.35,0.44,0.41,0.43,0.33,0.37,0.52,0.33,0.39,0.39
