,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.91,0.72,0.66,0.8,0.47,0.77,0.49,0.55,0.83,0.75,0.74,0.68,0.84,0.05
elateportal.csv,0.09,0.62,0.45,0.7,0.6,0.1,0.55,0.55,0.28,0.75,0.16,0.76,0.74,0.95
gdis.csv,0.5,0.63,0.79,0.6,0.43,0.67,0.49,0.64,0.49,0.5,0.81,0.54,0.58,0.09
gzigzag.csv,0.32,0.49,0.48,0.3,0.5,0.4,0.14,0.64,0.3,0.5,0.47,0.3,0.63,0.7
icescrum.csv,0.68,0.7,0.62,0.53,0.67,0.53,0.14,0.18,0.26,0.62,0.51,0.3,0.79,0.05
jguard.csv,0.95,0.76,0.76,0.53,0.67,0.67,0.78,0.55,0.68,0.88,0.74,0.68,0.68,0.98
jitterbit.csv,0.95,0.7,0.76,0.9,0.63,0.7,0.81,0.27,0.86,0.75,0.58,0.16,0.79,0.07
jython.csv,0.86,0.8,0.45,0.47,0.33,0.7,0.4,0.55,0.37,0.62,0.32,0.51,0.26,0.05
personalaccess.csv,0.64,0.23,0.62,0.23,0.47,0.3,0.28,0.0,0.8,0.12,0.23,0.08,0.63,0.09
ppcboot.csv,1.0,0.99,0.76,1.0,0.93,1.0,0.58,0.91,0.92,1.0,0.93,0.95,0.89,0.98
repositorium.csv,0.09,0.35,0.03,0.0,0.43,0.17,0.02,0.82,0.0,0.12,0.12,0.43,0.21,0.0
unbvision.csv,0.77,0.64,0.34,0.3,0.43,0.83,0.39,0.55,0.46,0.25,0.75,0.24,0.37,0.07
wxstudio.csv,0.18,0.23,0.17,0.4,0.43,0.13,0.45,0.73,0.35,0.0,0.35,0.65,0.37,0.98
xbg.csv,0.41,0.21,0.21,0.1,0.23,0.33,0.65,0.09,0.08,0.88,0.09,0.14,0.21,0.07
