,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.13,0.41,0.26,0.89,0.39,0.31,0.71,0.1,0.82,0.16,0.88,0.41,0.47,0.67
elateportal.csv,0.09,0.35,0.25,0.72,0.35,0.5,0.56,0.11,0.79,0.11,0.64,0.45,0.34,1.0
gdis.csv,0.52,0.31,0.25,0.75,0.45,0.27,0.66,0.22,0.86,0.19,0.96,0.39,0.48,0.67
gzigzag.csv,0.05,0.56,0.33,1.0,0.43,0.55,0.5,0.2,0.95,0.17,0.87,0.55,0.48,0.97
icescrum.csv,0.58,0.42,0.31,0.94,0.38,0.44,0.6,0.06,0.97,0.15,0.94,0.58,0.75,0.5
jguard.csv,0.12,0.26,0.27,0.76,0.54,0.29,0.59,0.22,0.9,0.17,0.91,0.5,0.37,0.9
jitterbit.csv,0.43,0.55,0.32,0.55,0.38,0.48,0.6,0.38,0.85,0.17,0.92,0.18,0.34,0.6
jython.csv,0.45,0.39,0.27,0.93,0.43,0.47,0.65,0.46,0.87,0.14,0.95,0.36,0.56,1.0
personalaccess.csv,0.1,0.32,0.27,1.0,0.33,0.45,0.45,0.0,0.94,1.0,0.93,0.33,0.46,1.0
ppcboot.csv,0.13,0.28,0.24,0.55,0.35,0.26,0.69,0.11,0.85,0.13,0.82,0.42,0.42,0.88
repositorium.csv,0.18,0.38,0.12,0.0,0.26,0.26,1.0,0.29,0.0,0.06,0.88,0.43,0.31,0.0
unbvision.csv,0.11,0.42,0.4,0.9,0.48,0.53,0.49,0.14,0.89,0.25,0.91,0.35,0.44,0.75
wxstudio.csv,0.04,0.14,0.18,0.48,0.35,0.09,0.43,0.21,0.83,0.0,0.67,0.71,0.37,0.88
xbg.csv,0.36,0.22,0.24,0.6,0.44,0.29,0.58,0.5,1.0,0.37,0.71,0.28,0.67,0.75
