,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.32,0.11,0.4,0.62,0.17,0.12,0.0,0.06,0.15,0.0
flylegacy.csv,0.78,0.32,0.67,0.46,0.56,0.69,0.56,0.69,0.51,0.32
jguard.csv,0.62,0.18,0.65,0.65,0.68,0.61,0.5,0.69,0.66,0.32
m-a-d-n-e-s-s.csv,0.24,0.04,0.31,0.17,0.04,0.0,0.0,0.1,0.73,0.1
mob-sen-plat.csv,0.46,0.84,0.5,0.52,0.6,0.5,0.56,0.76,0.65,0.55
raygina.csv,0.75,0.04,0.47,0.44,0.32,0.33,0.33,0.33,0.32,0.4
st-filteredstatistics.csv,0.41,0.47,0.0,0.47,0.63,0.63,0.13,0.81,0.4,0.5
upp-mirror.csv,0.43,0.07,0.55,0.61,0.72,0.46,0.25,0.41,0.58,0.4
wishmaster.csv,0.32,0.14,0.43,0.44,0.59,0.4,0.71,0.12,0.56,0.43
yarp.csv,0.28,0.0,0.28,0.05,0.0,0.32,0.33,0.12,0.28,0.62
