,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.28,0.09,0.37,0.6,0.14,0.1,0.0,0.05,0.12,0.0
flylegacy.csv,0.92,0.27,0.71,0.43,0.55,0.9,0.64,0.74,1.0,0.28
jguard.csv,0.68,0.15,0.81,0.7,0.73,0.6,0.5,0.67,0.84,0.28
m-a-d-n-e-s-s.csv,0.2,0.03,0.27,0.14,0.03,0.0,0.0,0.08,0.72,0.08
mob-sen-plat.csv,0.88,0.85,0.9,0.73,0.81,0.9,0.57,0.9,0.92,0.6
raygina.csv,0.76,0.03,0.79,0.83,0.28,0.3,0.29,0.28,0.28,0.36
st-filteredstatistics.csv,1.0,0.42,0.9,0.84,0.72,0.67,1.0,0.82,0.96,0.88
upp-mirror.csv,0.4,0.06,0.6,0.6,0.73,0.43,0.21,0.38,0.56,0.36
wishmaster.csv,0.28,0.12,0.41,0.4,0.58,0.43,0.71,0.1,0.52,0.4
yarp.csv,0.24,0.0,0.24,0.04,0.0,0.3,0.29,0.1,0.24,0.6
