,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.69,0.73,1.05,1.0,0.47,0.67,0.82,0.7,0.64,0.66,0.59,0.59,1.09,0.39,0.67,0.49,0.66,0.57,0.54,0.62
blogentis.csv,0.75,0.78,0.88,0.73,1.02,0.58,0.49,0.74,0.97,0.61,0.68,0.76,0.96,0.61,0.91,0.55,0.74,0.91,0.67,0.85
free-evolution.csv,0.48,1.0,0.89,0.67,0.7,0.66,0.84,0.71,0.8,0.7,0.62,0.53,0.96,0.71,0.7,0.5,0.94,0.32,0.58,0.52
gtad.csv,0.2,0.54,0.83,0.94,0.86,0.57,0.61,0.94,0.92,0.33,0.72,0.6,0.5,0.82,0.54,0.41,0.63,0.53,0.71,0.77
htmlunit.csv,0.44,0.83,0.87,0.51,0.67,0.59,0.68,0.82,0.67,0.54,0.5,0.39,1.05,0.77,0.52,0.35,0.65,0.57,0.47,0.67
ipfire-wall.csv,0.5,0.76,0.57,1.0,0.7,0.92,0.77,0.92,0.91,1.01,0.83,0.81,0.53,0.72,0.29,0.43,0.74,0.68,1.0,0.91
irplus.csv,0.49,0.74,0.86,0.66,0.57,0.51,0.55,0.85,0.96,0.15,0.52,0.38,1.08,0.57,0.36,0.37,0.48,0.42,0.34,0.65
jasperreports.csv,0.67,0.82,0.78,0.56,1.01,0.91,0.76,0.54,0.73,0.25,0.93,0.61,0.54,0.78,0.68,0.13,0.77,0.36,0.56,0.86
jaxlib.csv,0.52,0.87,0.75,0.77,0.88,0.48,0.78,0.45,0.87,1.25,0.85,0.79,0.04,0.9,0.64,0.71,0.59,0.85,0.8,0.58
jvcl.csv,0.56,0.9,0.5,0.57,0.78,0.74,0.57,0.94,0.57,1.04,0.8,0.77,0.6,0.81,0.59,0.88,0.73,0.72,0.42,0.73
kaffeine.csv,0.9,0.73,0.97,1.0,0.2,0.55,0.74,0.62,1.01,0.62,0.61,0.67,0.98,0.66,0.95,0.62,0.76,0.61,0.78,0.65
m-m-m.csv,0.48,0.67,0.6,0.9,0.54,0.81,0.94,0.27,0.88,0.97,0.88,0.97,0.88,0.79,0.62,0.93,0.53,0.95,0.74,0.62
myfaces.csv,0.65,0.7,1.05,0.6,0.84,0.57,0.8,0.8,1.07,1.01,0.51,0.37,0.62,0.87,0.41,0.46,0.79,0.4,0.6,0.73
nh3d.csv,1.0,0.63,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73,1.0,0.71,1.0,1.0,0.67,1.0,0.99,1.0,1.0
poormans.csv,1.0,0.92,0.88,0.77,0.86,0.55,0.76,0.84,0.79,0.03,0.51,0.41,0.96,0.86,1.0,0.25,0.85,0.73,0.32,0.94
sarasvati.csv,0.62,0.75,0.69,0.95,0.86,0.34,0.88,0.73,0.97,0.26,0.69,0.52,0.42,0.61,0.61,0.41,0.53,0.42,0.83,0.64
smartgwt.csv,0.61,0.81,0.8,0.4,0.45,0.73,0.68,0.76,0.76,0.25,0.8,0.54,0.58,0.7,0.54,0.65,0.77,0.32,0.54,0.63
taokgame.csv,0.52,1.0,1.0,0.78,0.9,0.96,0.78,0.9,0.14,1.17,0.86,0.81,1.02,0.77,0.64,0.71,0.86,0.84,0.65,0.79
wgs-assembler.csv,0.31,0.6,0.78,0.88,0.73,0.67,0.59,0.92,0.37,0.7,0.6,0.71,0.56,0.73,0.73,0.37,0.66,0.61,0.53,0.67
