,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.4,0.33,0.49,0.31,0.42,0.45,0.35,0.45,0.45,0.41,0.5,0.41,0.52,0.55,0.38,0.42,0.35,0.37,0.38,0.49
blogentis.csv,0.61,0.54,0.61,0.54,0.49,0.6,0.54,0.39,0.53,0.47,0.43,0.66,0.31,0.54,0.54,0.51,0.45,0.93,0.71,0.57
free-evolution.csv,0.44,0.32,0.43,0.36,0.62,0.51,0.37,0.47,0.38,0.45,0.34,0.4,0.29,0.37,0.44,0.4,0.34,0.33,0.4,0.61
gtad.csv,0.62,0.4,0.37,0.9,0.86,0.63,0.35,0.67,0.65,0.52,0.98,0.69,0.67,0.83,0.41,0.64,0.53,0.67,0.95,0.67
htmlunit.csv,0.36,0.29,0.34,0.45,0.44,0.62,0.43,0.78,0.61,0.44,0.48,0.54,0.53,0.47,0.4,0.44,0.48,0.78,0.45,0.53
ipfire-wall.csv,0.83,0.43,0.52,0.0,0.75,0.95,0.43,0.75,0.49,0.88,0.47,0.96,0.9,0.64,0.46,0.58,0.93,0.54,0.0,0.92
irplus.csv,0.32,0.3,0.33,0.31,0.38,0.49,0.35,0.35,0.45,0.6,0.3,0.43,0.42,0.42,0.33,0.36,0.4,0.31,0.43,0.44
jasperreports.csv,0.61,0.34,0.47,0.4,0.44,0.92,0.92,0.51,0.75,0.88,0.36,0.71,0.39,0.43,0.4,0.71,0.55,0.66,0.52,0.53
jaxlib.csv,0.92,0.88,0.89,0.43,0.83,0.63,0.53,0.86,0.66,0.43,0.75,0.76,0.75,0.63,0.46,0.9,0.5,0.66,0.94,0.46
jvcl.csv,0.79,0.88,0.86,0.7,0.73,0.95,0.53,0.67,0.54,0.71,0.97,0.69,0.71,0.93,0.53,0.55,0.85,0.75,0.64,0.93
kaffeine.csv,0.35,0.72,0.37,0.31,0.37,0.44,0.33,0.48,0.35,0.38,0.32,0.42,0.29,0.42,0.36,0.43,0.36,0.43,0.44,0.42
m-m-m.csv,0.44,0.55,0.43,0.36,0.52,0.44,0.4,0.73,0.42,0.38,0.44,0.44,0.34,0.46,0.38,0.49,0.45,0.58,0.58,0.51
myfaces.csv,0.38,0.33,0.48,0.36,0.75,0.52,0.37,0.44,0.38,0.86,0.44,0.61,0.38,0.94,0.43,0.39,0.38,0.33,0.7,0.52
nh3d.csv,0.34,0.52,0.83,0.0,0.4,0.41,0.38,0.56,0.37,0.37,0.94,0.42,0.39,0.37,0.36,0.53,0.33,0.56,0.45,0.45
poormans.csv,0.0,0.86,0.75,0.9,0.88,0.94,0.86,0.43,0.45,0.67,0.51,0.5,0.29,0.93,0.0,0.54,0.89,0.97,0.49,0.75
sarasvati.csv,0.44,0.85,0.48,0.44,0.86,0.63,0.61,0.59,0.61,0.71,0.56,0.6,0.55,0.58,0.55,0.59,0.48,0.38,0.94,0.58
smartgwt.csv,0.38,0.32,0.47,0.76,0.44,0.84,0.65,0.59,0.75,0.88,0.4,0.68,0.73,0.5,0.35,0.65,0.92,0.39,0.51,0.44
taokgame.csv,0.91,0.0,0.0,0.91,0.8,0.92,0.8,0.8,0.94,0.54,0.97,0.75,0.89,0.68,0.55,0.94,0.92,0.99,0.76,0.92
wgs-assembler.csv,0.58,0.54,0.62,0.37,0.69,0.44,0.42,0.75,0.59,0.39,0.71,0.46,0.38,0.43,0.5,0.61,0.42,0.8,0.54,0.57
