,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.66,0.49,0.59,0.61,0.64,0.67,0.4,0.75,0.5
buddata-ebxml-registry.csv,1.0,1.0,1.03,0.91,0.85,0.95,0.95,0.9,0.09
continuum-ide.csv,0.5,1.14,1.02,0.57,0.65,0.37,0.79,0.85,0.55
gtad.csv,0.2,0.86,0.93,0.63,0.63,0.73,0.78,0.69,0.84
htmlunit.csv,0.49,0.67,0.46,0.48,0.32,0.69,0.71,0.64,0.55
jsr308-langtools.csv,0.49,0.51,0.64,0.99,0.12,0.8,0.56,0.89,0.49
kaffeine.csv,0.96,0.2,1.03,0.57,1.0,0.92,0.52,0.82,0.5
stemkit.csv,1.03,0.67,0.55,0.67,0.54,0.71,0.79,0.36,0.86
taokgame.csv,0.56,0.9,0.1,0.92,0.81,0.79,0.79,0.85,0.74
