,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.5,0.51,0.6,0.48,0.5,0.94,0.67,0.5,0.57
buddata-ebxml-registry.csv,1.0,0.96,0.7,0.98,0.97,1.0,0.86,1.0,0.91
continuum-ide.csv,0.5,0.2,0.0,0.6,0.37,0.76,0.24,0.17,0.45
gtad.csv,1.0,0.14,0.1,0.38,0.37,0.35,0.24,0.33,0.16
htmlunit.csv,1.0,0.33,0.7,0.6,0.7,0.65,0.43,0.5,0.45
jsr308-langtools.csv,1.0,0.78,0.5,0.01,0.93,0.94,0.71,1.0,0.51
kaffeine.csv,1.0,0.82,0.1,0.82,1.0,1.0,0.62,0.67,0.57
stemkit.csv,0.0,0.51,0.6,0.37,0.47,0.29,0.29,0.83,0.3
taokgame.csv,0.5,0.1,1.0,0.08,0.23,0.24,0.33,0.17,0.3
