,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,4.0,0.0,3.0,16.0,0.0,43.0,33.0,0.0,11.0,7.0,1.0,0.0,0.0,1.0,4.0,3.0
arcallians.csv,0.0,0.0,0.0,10.0,0.0,47.0,32.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
arianne.csv,0.0,0.0,0.0,25.0,0.0,31.0,62.0,0.0,2.0,11.0,2.0,0.0,2.0,2.0,1.0,0.0
aztec.csv,1.0,0.0,1.0,0.0,0.0,9.0,46.0,3.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0
bl-toolkit.csv,0.0,0.0,0.0,24.0,0.0,47.0,44.0,0.0,1.0,13.0,2.0,0.0,4.0,2.0,1.0,0.0
clamav.csv,0.0,1.0,1.0,0.0,4.0,46.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0
gnupdate.csv,4.0,0.0,1.0,10.0,0.0,46.0,49.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,12.0,2.0
les-indemodables.csv,0.0,0.0,0.0,3.0,0.0,11.0,31.0,6.0,2.0,1.0,7.0,1.0,0.0,4.0,1.0,0.0
mbse.csv,4.0,5.0,0.0,16.0,0.0,77.0,12.0,1.0,8.0,9.0,3.0,0.0,4.0,4.0,1.0,10.0
ns-3-dev-def-routing.csv,3.0,0.0,4.0,10.0,0.0,30.0,61.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
openxava.csv,0.0,3.0,0.0,2.0,4.0,29.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,0.0,17.0,1.0
phonon-vlc-mplayer.csv,2.0,0.0,0.0,11.0,0.0,2.0,81.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
qgis.csv,0.0,0.0,0.0,6.0,0.0,14.0,33.0,262.0,3.0,1.0,105.0,259.0,2.0,1.0,2.0,0.0
vars-redux.csv,2.0,0.0,3.0,2.0,1.0,5.0,3.0,0.0,2.0,7.0,1.0,0.0,2.0,0.0,0.0,1.0
xapian.csv,0.0,0.0,0.0,25.0,0.0,44.0,31.0,0.0,2.0,6.0,2.0,0.0,2.0,2.0,1.0,0.0
yafdotnet.csv,2.0,1.0,1.0,2.0,3.0,19.0,18.0,1.0,9.0,0.0,0.0,0.0,0.0,6.0,14.0,2.0
