,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.62,0.49,0.54,0.65,0.54,0.92,1.0,0.92,0.72,0.69,0.62,0.55,0.61,0.77,0.5,0.65
arcallians.csv,0.72,0.6,0.45,0.34,0.39,1.0,1.0,0.54,0.64,0.62,0.61,0.76,0.64,0.62,0.57,0.81
arianne.csv,0.4,0.92,1.0,0.87,1.0,0.61,0.97,1.0,0.74,0.95,1.0,1.0,0.97,0.94,0.51,0.95
aztec.csv,0.82,0.62,0.81,0.6,0.51,0.29,0.68,0.56,0.64,0.63,0.5,0.6,0.78,0.57,0.88,0.68
bl-toolkit.csv,0.73,0.99,0.32,0.9,1.0,0.97,0.61,1.0,0.79,1.0,1.0,1.0,0.81,0.84,0.95,1.0
clamav.csv,0.66,0.55,0.72,0.72,0.75,0.93,0.57,0.87,0.61,0.34,0.66,0.63,0.56,0.69,0.73,0.58
gnupdate.csv,0.62,0.81,0.77,0.56,0.66,0.96,0.82,0.77,0.73,0.72,0.27,0.61,0.72,0.67,0.75,0.77
les-indemodables.csv,0.64,0.61,0.78,0.61,0.61,0.7,0.9,0.82,0.63,0.55,0.73,0.77,0.6,0.72,0.56,0.43
mbse.csv,0.74,0.73,0.92,1.02,0.87,1.02,0.57,0.42,0.67,0.7,0.66,0.59,0.6,0.72,0.73,0.82
ns-3-dev-def-routing.csv,0.66,0.68,0.61,0.37,0.74,0.59,0.79,0.99,0.65,0.56,0.91,0.82,0.69,0.53,0.47,0.77
openxava.csv,0.75,0.68,0.9,0.98,0.85,0.88,0.41,0.82,0.59,0.66,0.71,0.64,0.62,0.79,0.77,0.57
phonon-vlc-mplayer.csv,0.63,0.6,0.42,0.28,0.5,0.88,0.87,0.89,0.49,0.6,0.53,0.63,0.58,0.49,0.62,0.8
qgis.csv,0.71,0.46,0.83,0.33,0.61,0.96,0.93,1.0,0.62,0.8,1.0,1.0,0.74,0.59,0.48,0.61
vars-redux.csv,0.71,0.49,1.01,0.61,0.77,0.96,0.64,1.0,0.39,0.76,0.95,0.85,0.55,0.64,0.72,0.62
xapian.csv,0.63,0.67,0.83,0.52,0.76,0.94,0.91,0.97,0.9,0.72,0.66,0.63,0.89,0.91,0.35,0.87
yafdotnet.csv,0.61,0.56,0.9,0.71,0.65,0.84,0.54,0.5,0.77,0.9,0.75,0.66,0.4,0.65,0.61,0.68
