,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.64,0.18,0.28,0.16,0.56,0.45,0.14,0.23,0.44,0.06,0.15,0.85,0.77,0.12,0.53,0.68,0.38
arm-webradio.csv,0.67,0.26,0.0,0.18,0.64,0.51,0.4,0.75,0.42,0.08,0.0,0.88,0.61,0.09,0.56,0.76,0.68
bwapi.csv,0.62,0.13,0.12,0.1,0.51,0.38,0.29,0.06,0.4,0.11,0.21,0.82,0.59,0.05,0.55,0.93,0.16
co-ode-owl-plugins.csv,0.64,0.23,0.24,0.13,0.65,0.51,0.56,0.57,0.46,0.09,0.17,0.89,0.54,0.06,0.61,0.76,0.67
firebreath.csv,0.82,0.22,0.18,0.2,0.69,0.56,0.71,0.13,0.46,0.19,0.09,0.92,0.6,0.15,0.84,0.64,0.25
frogatto.csv,0.81,0.19,0.16,0.18,0.64,0.48,0.35,0.1,0.59,0.21,0.24,0.88,0.65,0.05,0.77,0.58,0.27
gretl.csv,0.71,0.19,0.24,0.24,0.56,0.35,0.26,0.25,0.48,0.11,0.14,0.91,0.63,0.1,0.52,0.8,0.37
jasperreports.csv,0.61,0.12,0.12,0.1,0.46,0.39,0.28,0.06,0.18,0.15,0.23,0.83,0.67,0.3,0.42,0.95,0.04
konversation.csv,0.79,0.24,0.4,0.25,0.86,0.58,0.32,0.33,0.35,0.12,0.2,0.91,0.53,0.15,0.78,0.8,0.38
linuxsh.csv,0.67,0.31,0.14,0.25,0.59,0.39,0.0,0.36,0.43,0.09,0.0,0.91,0.65,0.02,0.59,0.72,0.73
moviesandbox.csv,0.66,0.31,0.21,0.2,0.7,0.49,0.22,0.29,0.53,0.12,0.25,0.9,0.58,0.09,0.7,0.65,0.33
ontomorphtab.csv,0.88,0.19,0.22,0.17,0.62,0.51,0.47,0.08,0.52,0.16,0.14,0.91,0.63,0.17,0.65,0.74,0.28
opengs.csv,0.86,0.15,0.39,0.25,0.63,0.4,1.0,1.0,0.66,0.14,0.0,0.9,0.6,0.08,0.71,0.82,0.0
scite-ru.csv,0.63,0.25,0.14,0.13,0.61,0.4,0.36,0.18,0.54,0.11,0.21,0.91,0.59,0.05,0.64,0.79,0.32
tokratan.csv,0.75,0.24,0.3,0.27,0.64,0.45,1.0,0.33,0.91,0.26,0.1,0.9,0.64,0.08,1.0,0.94,0.21
vrjuggler.csv,0.67,0.0,0.15,0.27,0.57,0.08,0.36,0.46,0.56,0.09,0.33,1.0,0.53,0.0,0.45,0.88,0.43
xuggle.csv,0.77,0.17,0.21,0.3,0.61,0.44,0.37,0.12,0.53,0.17,0.12,0.88,0.67,0.05,0.61,0.78,0.38
