,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.37,0.6,0.58,0.05,0.5,0.98,0.0,0.46,0.35,0.47,0.36,0.48,0.53,0.19,0.54,0.14
fontforge.csv,0.52,0.65,0.55,0.28,0.54,0.44,0.86,0.97,0.57,0.58,0.43,0.36,0.48,0.36,0.53,0.4
glas.csv,0.24,0.46,0.2,0.19,0.4,0.4,0.0,0.59,0.32,0.49,0.36,0.42,0.42,0.96,0.37,0.33
hannosset.csv,0.33,0.0,0.17,0.0,0.4,0.04,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.0,1.0,0.05
hatari.csv,0.51,0.65,1.0,0.63,0.64,0.63,0.94,0.52,0.65,0.51,0.63,0.44,0.51,0.28,0.68,0.37
jaolt.csv,0.38,0.69,0.53,0.62,0.35,0.59,0.0,0.45,0.63,0.49,0.67,0.45,0.99,0.49,0.37,0.55
ltp.csv,0.06,0.33,0.17,0.32,0.99,0.02,0.0,0.1,0.07,0.04,0.05,0.2,0.13,0.04,0.0,0.05
mia.csv,0.06,0.64,0.28,0.05,0.0,0.44,0.0,0.29,0.32,0.48,0.17,0.91,0.42,0.0,0.0,0.14
net-snmp.csv,0.98,0.49,0.32,0.32,0.45,0.48,0.96,0.5,0.46,0.36,0.54,0.47,0.4,0.22,0.2,0.42
opde.csv,0.63,0.63,0.51,1.0,0.65,0.51,0.0,0.61,0.52,0.63,0.54,0.26,0.46,0.17,0.6,0.2
oppna-program-hsatools.csv,0.48,0.53,0.13,0.09,0.05,0.56,0.0,0.0,0.17,0.0,0.98,0.05,0.13,0.47,0.28,0.21
powerfolder-.csv,0.06,0.98,0.0,0.15,0.09,0.14,1.0,0.15,0.26,0.4,0.18,0.33,0.31,0.0,0.0,0.1
qlc.csv,0.28,0.36,0.24,0.0,0.01,0.1,0.0,0.29,1.0,0.58,0.1,0.26,0.05,0.13,0.2,0.33
quantlib.csv,0.06,0.44,0.35,0.23,0.28,0.52,0.0,0.1,0.13,0.0,0.39,0.43,0.46,0.47,0.0,0.97
tcl.csv,0.32,0.16,0.35,0.14,0.19,0.21,0.0,0.37,0.2,0.96,0.27,0.25,0.05,0.4,0.0,0.2
