,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.76,0.59,0.71,0.96,0.81,0.03,1.09,0.64,0.84,0.85,0.7,0.63,0.62,0.85,0.56,0.9
fontforge.csv,0.79,0.62,0.65,0.83,0.78,0.79,0.44,0.04,0.6,0.76,0.66,0.77,0.63,0.72,0.78,0.8
glas.csv,0.82,0.65,0.83,0.9,0.77,0.68,1.03,0.7,0.74,0.66,0.7,0.71,0.65,0.05,0.76,0.73
hannosset.csv,0.72,1.0,0.86,1.0,0.7,0.97,1.0,1.0,1.0,1.0,0.95,1.0,0.96,1.0,0.0,0.96
hatari.csv,0.68,0.5,0.0,0.67,0.61,0.54,0.25,0.77,0.54,0.8,0.42,0.77,0.59,0.82,0.44,0.72
jaolt.csv,0.72,0.63,0.54,0.57,0.91,0.71,1.12,0.7,0.6,0.73,0.43,0.74,0.03,0.64,0.71,0.63
ltp.csv,0.96,0.76,0.87,0.73,0.03,0.99,1.0,0.92,0.95,0.97,0.96,0.87,0.91,0.97,1.01,0.96
mia.csv,0.95,0.52,0.81,0.97,1.0,0.81,1.0,0.76,0.73,0.82,0.96,0.11,0.71,1.0,1.0,0.89
net-snmp.csv,0.02,0.59,0.73,0.76,0.7,0.62,0.19,0.77,0.71,0.82,0.66,0.64,0.69,0.83,0.85,0.69
opde.csv,0.6,0.56,0.59,0.02,0.68,0.71,1.03,0.68,0.62,0.64,0.75,0.83,0.79,0.9,0.66,0.89
oppna-program-hsatools.csv,0.84,0.81,0.97,0.98,0.99,0.78,1.0,1.0,0.96,1.0,0.04,0.99,0.97,0.84,1.03,0.95
powerfolder-.csv,0.95,0.03,1.0,0.88,0.97,0.89,0.0,0.88,0.78,0.67,0.88,0.72,0.73,1.0,1.01,0.92
qlc.csv,0.81,0.7,0.86,1.01,0.99,0.93,1.0,0.8,0.0,0.73,0.97,0.79,0.96,0.89,0.86,0.77
quantlib.csv,0.95,0.75,0.71,0.88,0.78,0.76,1.01,0.93,0.89,1.0,0.89,0.67,0.85,0.64,1.01,0.04
tcl.csv,0.87,0.9,0.77,0.93,0.88,0.86,1.03,0.71,0.9,0.06,0.85,0.85,0.96,0.78,1.01,0.89
