,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.38,0.46,0.56,0.07,0.63,0.98,0.0,0.48,0.15,0.6,0.46,0.2,0.61,0.23,0.23,0.13
fontforge.csv,0.53,0.48,0.52,0.26,0.68,0.39,0.08,0.98,0.27,0.66,0.54,0.13,0.57,0.39,0.14,0.22
glas.csv,0.28,0.39,0.28,0.18,0.47,0.42,0.0,0.54,0.23,0.5,0.46,0.16,0.52,0.97,0.12,0.3
hannosset.csv,0.39,0.0,0.24,0.0,0.49,0.05,0.0,0.0,0.0,0.0,0.09,0.0,0.08,0.0,1.0,0.07
hatari.csv,0.49,0.52,1.0,0.53,0.73,0.58,0.13,0.5,0.3,0.53,0.73,0.13,0.6,0.29,0.27,0.27
jaolt.csv,0.4,0.52,0.58,0.52,0.8,0.54,0.0,0.43,0.28,0.48,0.77,0.14,0.99,0.47,0.17,0.33
ltp.csv,0.08,0.3,0.22,0.39,0.99,0.03,0.0,0.15,0.07,0.05,0.07,0.09,0.19,0.05,0.0,0.07
mia.csv,0.09,0.51,0.3,0.06,0.0,0.39,0.0,0.36,0.28,0.49,0.84,0.94,0.5,0.0,0.0,0.15
net-snmp.csv,0.99,0.45,0.39,0.33,0.53,0.48,0.17,0.46,0.21,0.37,0.66,0.2,0.49,0.26,0.1,0.3
opde.csv,0.59,0.48,0.53,0.98,0.8,0.45,0.0,0.57,0.26,0.62,0.71,0.11,0.55,0.18,0.16,0.14
oppna-program-hsatools.csv,0.63,0.5,0.62,0.53,0.82,0.59,0.04,0.61,0.23,0.66,0.99,0.17,0.83,0.57,0.08,0.35
powerfolder-.csv,0.09,0.98,0.0,0.19,0.11,0.18,1.0,0.22,0.24,0.46,0.25,0.37,0.42,0.0,0.0,0.12
qlc.csv,0.3,0.36,0.26,0.0,0.02,0.12,0.0,0.31,1.0,0.6,0.15,0.16,0.08,0.2,0.1,0.24
quantlib.csv,0.09,0.33,0.41,0.22,0.37,0.46,0.0,0.13,0.14,0.0,0.81,0.19,0.6,0.46,0.0,0.98
tcl.csv,0.3,0.15,0.36,0.15,0.25,0.23,0.0,0.4,0.1,0.96,0.37,0.1,0.08,0.36,0.0,0.14
