,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.81,0.36,0.12,0.5,0.58,0.63,0.65,0.75,0.3,0.91,0.95
ikvm.csv,0.47,0.87,0.06,0.2,0.55,0.22,0.72,0.35,0.25,0.44,0.41
libtorrent.csv,0.81,0.43,0.11,0.42,0.84,0.32,0.85,0.75,0.24,0.89,0.95
mcmc-jags.csv,0.6,0.48,0.09,0.83,0.77,0.31,0.78,0.8,0.38,0.87,0.95
moast.csv,0.34,0.36,0.09,0.42,0.84,0.32,0.39,0.74,0.26,0.71,0.98
olap-navigator.csv,0.91,0.44,0.15,0.52,0.68,0.67,0.52,0.81,0.31,0.89,0.95
pidgin.csv,0.41,0.38,0.1,0.0,0.8,0.53,0.43,0.65,0.32,0.46,0.73
salasaga.csv,0.5,0.57,0.07,0.45,0.73,0.33,0.61,0.53,0.44,0.86,0.35
sepgsql.csv,0.69,0.39,0.2,0.35,0.73,0.5,0.5,0.76,0.32,0.86,0.98
sigil.csv,0.83,0.52,0.29,0.22,0.5,0.5,0.67,0.86,0.29,0.89,0.95
xtreemfs.csv,0.8,0.5,0.1,0.45,0.81,0.38,0.64,0.83,0.28,0.91,0.96
