,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.15,0.18,0.0,0.48,0.03,0.3,0.06,0.36,0.41,0.26,0.95,0.98,0.46,0.31,0.42,0.31,0.39,0.8,0.05,0.85
baadengine.csv,0.18,0.88,0.5,0.72,0.31,0.35,1.0,0.79,0.95,0.47,0.72,0.96,0.95,0.88,0.37,0.95,0.52,1.0,0.68,0.62
bibedt.csv,0.23,0.37,1.0,0.57,0.28,0.65,0.53,0.35,0.68,0.02,0.5,0.4,0.12,0.19,0.16,0.36,0.3,0.2,0.21,0.38
cascading.csv,0.51,0.62,1.0,0.5,0.34,0.6,0.26,0.65,0.53,0.11,0.49,0.69,0.32,0.42,0.52,0.58,0.39,0.0,0.63,0.46
chaosrts.csv,0.27,0.29,0.75,0.4,0.14,0.4,1.0,0.3,0.31,0.6,0.85,0.65,0.73,0.73,0.21,0.56,0.52,1.0,0.16,0.54
exl.csv,0.19,0.62,1.0,0.71,0.31,0.79,0.25,0.64,0.62,0.15,0.45,0.35,0.46,0.46,0.82,0.53,0.85,0.0,0.84,0.15
gnome-jabber.csv,0.19,0.46,0.5,0.53,0.45,0.21,0.32,0.41,0.28,0.74,0.49,0.77,0.61,0.5,0.29,0.39,0.39,0.2,0.47,0.38
gogoego.csv,0.21,0.55,0.75,0.55,0.55,0.71,0.44,0.29,0.43,0.77,0.49,0.21,0.41,0.12,0.78,0.76,0.91,0.4,0.89,0.08
httpcontentparser.csv,0.44,0.6,0.5,0.35,0.52,0.11,0.0,0.48,0.85,0.02,0.26,0.75,0.39,0.42,0.79,0.46,0.61,0.0,0.42,0.31
impala.csv,0.03,0.66,0.0,0.33,0.76,0.83,0.44,0.53,0.6,0.51,0.81,0.38,0.61,0.62,0.07,0.27,0.33,0.6,0.68,0.85
jaxlib.csv,0.16,0.34,0.5,0.66,0.69,0.52,0.15,0.55,0.11,0.72,0.46,0.06,0.22,0.23,0.12,0.39,0.36,0.0,0.58,0.46
jgameai.csv,0.12,0.08,0.75,0.18,0.21,0.37,0.76,0.32,0.18,0.49,0.43,0.5,0.46,0.23,0.04,0.05,0.15,0.6,0.05,0.77
jhotdraw.csv,0.77,0.8,0.75,0.85,0.97,0.89,0.0,0.98,0.14,0.83,0.46,0.5,0.63,0.62,0.56,0.62,0.85,0.4,0.74,0.85
patterntesting.csv,0.93,0.97,1.0,0.98,0.76,0.87,0.68,0.96,0.82,0.28,0.98,0.85,0.68,0.85,0.98,0.83,0.94,0.2,0.95,0.85
pokeglobal.csv,0.78,0.72,1.0,0.32,0.28,0.63,1.0,0.41,0.89,0.45,0.52,0.69,0.98,0.69,0.79,0.68,0.3,0.2,0.79,0.69
snakeyaml.csv,0.34,0.14,0.5,0.24,0.03,0.22,0.21,0.12,0.28,0.06,0.24,0.44,0.17,0.08,0.21,0.16,0.18,0.0,0.05,0.08
unflobtactical.csv,0.8,0.8,1.0,0.54,0.45,0.79,0.1,0.66,0.48,0.79,0.54,0.88,0.37,0.31,0.26,0.57,0.33,0.2,0.47,0.62
werx.csv,0.99,0.85,0.0,1.0,0.97,0.98,1.0,0.94,1.0,1.0,0.99,0.98,1.0,1.0,0.99,0.96,0.97,1.0,1.0,0.62
zealos.csv,0.06,0.22,0.0,0.48,0.0,0.14,0.34,0.36,0.27,0.3,0.17,0.4,0.29,0.23,0.03,0.17,0.24,0.0,0.53,0.0
