,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.12,0.38,0.17,0.0,0.21,0.45,0.11,0.34,0.27,0.58,0.2,0.08,0.29,0.44,0.34,0.14,0.45,0.83,0.46,0.51
baadengine.csv,0.85,0.09,0.31,0.03,0.61,0.29,0.47,0.42,0.28,0.63,0.23,0.08,0.34,0.7,0.39,0.22,0.77,0.97,0.92,0.86
bibedt.csv,0.47,0.13,0.6,0.03,0.62,0.49,0.53,0.4,0.33,0.56,0.28,0.17,0.7,0.69,0.4,0.12,0.61,0.38,0.56,0.82
cascading.csv,0.77,0.12,0.92,0.04,0.79,0.48,0.57,0.41,0.36,0.6,0.24,0.11,0.36,0.72,0.25,0.15,0.84,0.14,0.9,0.84
chaosrts.csv,0.72,0.08,0.54,0.05,0.45,0.38,0.47,0.38,0.2,0.6,0.17,0.11,0.33,0.65,0.35,0.16,0.74,0.9,0.88,0.87
exl.csv,0.44,0.12,0.8,0.03,0.65,0.46,0.51,0.41,0.33,0.32,0.22,0.0,0.34,0.53,0.22,0.21,0.8,0.28,0.92,0.85
gnome-jabber.csv,0.57,0.11,0.39,0.0,0.58,0.23,0.49,0.4,0.23,0.59,0.13,0.1,0.29,0.65,0.39,0.19,0.63,0.76,0.83,0.69
gogoego.csv,0.55,0.0,0.28,0.03,0.66,0.35,0.62,0.44,0.22,0.55,0.19,0.0,0.36,0.64,0.24,0.2,0.87,0.68,0.92,0.75
httpcontentparser.csv,0.44,0.04,0.51,0.0,0.63,0.06,0.18,0.37,0.33,0.28,0.41,0.05,0.37,0.56,0.24,0.2,0.65,0.04,0.38,0.7
impala.csv,0.09,0.15,0.45,0.06,0.62,0.49,0.33,0.32,0.23,0.36,0.19,0.0,0.41,0.6,0.14,0.32,0.46,0.71,0.65,0.63
jaxlib.csv,0.43,0.07,0.38,0.0,0.66,0.41,0.52,0.4,0.21,0.51,0.23,0.57,0.42,0.72,0.12,0.15,0.65,0.1,0.85,0.88
jgameai.csv,0.14,0.0,0.28,0.0,0.23,0.49,0.29,0.2,0.13,0.46,0.06,0.14,0.24,0.09,0.11,0.11,0.22,0.66,0.35,0.5
jhotdraw.csv,0.77,0.13,0.95,0.02,0.7,0.45,0.0,0.38,0.53,0.38,0.13,0.07,0.2,0.48,0.18,0.21,0.84,0.34,0.86,0.83
patterntesting.csv,0.84,0.11,0.91,0.02,0.79,0.49,0.52,0.39,0.33,0.66,0.2,0.09,0.35,0.73,0.23,0.16,0.86,0.63,0.92,0.88
pokeglobal.csv,0.83,0.18,0.99,0.06,0.76,0.37,0.47,0.33,0.32,0.58,0.27,0.0,0.33,0.53,0.21,0.24,0.76,0.14,0.93,0.81
snakeyaml.csv,0.45,0.0,0.39,0.0,0.35,0.18,0.43,0.19,0.43,0.47,0.29,0.08,0.3,0.52,0.45,0.04,0.41,0.3,0.23,0.58
unflobtactical.csv,0.79,0.13,0.74,0.04,0.67,0.45,0.55,0.41,0.32,0.6,0.27,0.09,0.44,0.77,0.38,0.14,0.69,0.37,0.85,0.87
werx.csv,0.85,0.15,0.98,0.02,0.73,0.46,0.47,0.37,0.31,0.55,0.18,0.08,0.33,0.72,0.23,0.21,0.87,0.97,0.92,0.62
zealos.csv,0.33,0.19,0.45,0.0,0.26,0.37,0.61,0.33,0.32,0.56,0.22,0.09,0.17,0.56,0.17,0.07,0.55,0.06,0.82,0.09
