,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.63,0.13,0.52,0.6,1.0,0.81,0.64,0.08,0.05,0.63,0.22,0.12,0.15,0.11,0.03,0.4
amygdala.csv,0.58,0.45,0.59,0.07,0.21,0.29,0.79,0.46,0.54,1.0,0.31,0.25,0.58,0.51,0.39,0.0
cme.csv,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.0
dspace-gsoc.csv,0.1,0.2,0.15,0.03,0.03,0.24,0.0,0.08,0.28,0.05,1.0,0.25,0.4,0.26,0.18,0.6
hydrate.csv,0.15,0.21,0.22,0.0,0.03,0.1,0.0,0.23,0.08,0.0,0.17,0.75,0.06,0.11,0.97,0.0
ivef-sdk.csv,0.76,0.57,0.74,1.0,0.24,0.76,0.71,0.0,0.72,0.66,0.08,0.0,0.56,0.2,0.03,0.8
jmri.csv,0.51,0.94,0.37,0.66,0.48,0.71,0.79,0.69,0.59,0.76,0.53,0.75,0.24,0.74,0.58,1.0
kdenlive.csv,0.99,0.44,0.33,0.46,0.24,0.67,0.43,0.62,0.64,0.5,0.69,0.5,0.56,0.31,0.45,0.8
motu.csv,0.08,0.13,0.48,0.0,0.09,0.24,0.0,1.0,0.26,0.24,0.14,0.12,0.11,0.31,0.45,0.0
plplot.csv,0.55,0.67,0.37,0.06,0.79,0.86,0.64,0.92,0.46,0.21,0.64,1.0,0.57,0.77,0.88,0.8
projectfactory.csv,0.28,0.34,0.48,0.01,0.27,0.1,0.36,0.38,0.95,0.13,0.19,0.5,0.29,0.46,0.36,0.4
runuomondains.csv,0.06,0.14,0.22,0.0,0.15,0.05,0.0,0.23,0.08,0.0,0.06,1.0,0.21,0.0,0.18,0.0
somap.csv,0.97,0.95,0.96,1.0,1.0,0.95,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.6
taverna.csv,0.34,0.23,0.96,0.15,0.45,0.19,0.21,0.08,0.49,0.18,0.31,0.12,0.14,0.43,0.06,0.4
tigermud.csv,0.62,0.35,0.74,0.36,0.88,0.14,0.07,0.46,0.18,0.21,0.83,0.38,0.36,0.94,0.67,1.0
wishmaster.csv,0.27,0.16,0.04,0.09,0.0,0.1,0.86,0.0,0.05,0.03,0.06,0.0,0.01,0.09,0.03,1.0
