,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.4,0.98,0.83,0.78,0.7,0.55,0.42,0.8,0.67,0.54,0.92,0.89,0.91,0.8,0.5,0.92
amygdala.csv,0.43,0.57,0.52,0.52,0.61,0.9,0.36,0.46,0.49,0.5,0.73,0.73,0.43,0.55,0.62,0.91
cme.csv,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
dspace-gsoc.csv,0.89,0.77,0.88,0.61,0.5,0.91,0.0,0.67,0.79,0.86,0.38,0.59,0.56,0.69,0.91,0.91
hydrate.csv,0.94,0.94,0.91,0.75,0.5,0.5,0.88,0.8,0.75,0.67,0.89,0.46,0.75,0.83,0.38,0.78
ivef-sdk.csv,0.45,0.64,0.53,0.61,0.7,0.56,0.43,0.67,0.5,0.53,0.67,0.5,0.57,0.94,0.0,0.61
jmri.csv,0.45,0.59,0.53,0.45,0.51,0.59,0.41,0.46,0.52,0.44,0.42,0.6,0.72,0.51,0.45,0.43
kdenlive.csv,0.44,0.48,0.48,0.76,0.43,0.49,0.56,0.45,0.4,0.53,0.32,0.42,0.41,0.55,0.58,0.39
motu.csv,0.83,0.98,0.61,0.0,0.8,0.82,0.5,0.77,0.68,0.83,0.8,0.88,0.88,0.81,0.59,0.62
plplot.csv,0.54,0.49,0.56,0.5,0.47,0.63,0.47,0.42,0.48,0.68,0.34,0.46,0.4,0.51,0.36,0.35
projectfactory.csv,0.72,0.7,0.58,0.5,0.61,0.83,0.6,0.59,0.62,0.89,0.9,0.71,0.74,0.64,0.64,0.54
runuomondains.csv,0.83,0.98,0.94,0.93,0.93,0.0,0.0,0.77,0.8,0.0,0.5,0.88,0.89,0.0,0.83,0.9
somap.csv,0.42,0.4,0.4,0.43,0.45,0.5,0.39,0.37,0.39,0.41,0.29,0.43,0.36,0.43,0.37,0.42
taverna.csv,0.74,0.85,0.73,0.92,0.9,0.88,0.75,0.94,0.54,0.91,0.85,0.8,0.9,0.65,0.67,0.92
tigermud.csv,0.56,0.53,0.42,0.96,0.48,0.83,0.93,0.64,0.88,0.94,0.33,0.46,0.52,0.54,0.41,0.5
wishmaster.csv,0.85,0.98,0.67,0.83,0.0,0.83,0.92,0.67,0.86,0.5,0.75,0.5,0.0,0.67,0.5,0.59
