,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.61,0.16,0.56,0.65,1.0,0.2,0.52,0.1,0.06,0.63,0.26,0.14,0.18,0.13,0.04,0.45
amygdala.csv,0.6,0.48,0.57,0.08,0.24,0.34,0.69,0.47,0.54,1.0,0.35,0.29,0.6,0.5,0.42,0.0
cme.csv,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1.0
dspace-gsoc.csv,0.12,0.23,0.18,0.04,0.04,0.28,0.0,0.1,0.32,0.06,0.99,0.29,0.31,0.3,0.21,0.64
hydrate.csv,0.18,0.25,0.26,0.0,0.04,0.12,0.0,0.27,0.1,0.0,0.2,0.64,0.07,0.13,0.95,0.0
ivef-sdk.csv,0.66,0.54,0.56,1.0,0.26,0.2,0.52,0.0,0.53,0.64,0.1,0.0,0.0,0.23,0.04,0.69
jmri.csv,0.55,0.95,0.39,0.13,0.39,0.65,0.6,0.67,0.55,0.55,0.55,0.73,0.28,0.32,0.52,0.75
kdenlive.csv,0.99,0.47,0.37,0.5,0.27,0.64,0.46,0.58,0.6,0.5,0.56,0.48,0.6,0.34,0.44,0.66
motu.csv,0.1,0.16,0.51,0.0,0.11,0.28,0.0,1.0,0.3,0.28,0.17,0.15,0.13,0.35,0.5,0.0
plplot.csv,0.56,0.54,0.39,0.06,0.66,0.88,0.61,0.56,0.49,0.24,0.56,0.51,0.5,0.53,0.2,0.65
projectfactory.csv,0.32,0.38,0.5,0.01,0.29,0.12,0.4,0.42,0.96,0.16,0.22,0.54,0.33,0.45,0.41,0.43
runuomondains.csv,0.07,0.17,0.26,0.0,0.18,0.06,0.0,0.27,0.1,0.0,0.07,1.0,0.24,0.0,0.22,0.0
somap.csv,0.13,0.13,0.09,0.0,0.51,0.33,0.09,0.0,0.09,0.0,0.0,0.0,0.96,0.0,0.0,0.42
taverna.csv,0.38,0.27,0.97,0.18,0.5,0.23,0.25,0.1,0.51,0.21,0.36,0.15,0.17,0.46,0.07,0.45
tigermud.csv,0.13,0.36,0.65,0.41,0.74,0.17,0.09,0.49,0.21,0.25,0.0,0.38,0.41,0.88,0.58,0.86
wishmaster.csv,0.31,0.19,0.05,0.11,0.0,0.12,0.88,0.0,0.06,0.04,0.07,0.0,0.01,0.11,0.04,0.94
