,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.44,0.12,0.17,0.0,0.0,0.95,0.7,0.09,0.02,0.37,0.21,0.14,0.0,0.05,0.05,0.19
amygdala.csv,0.33,0.36,0.49,0.8,0.46,0.07,0.54,0.48,0.47,0.0,0.21,0.34,0.33,0.52,0.42,0.21
cme.csv,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dspace-gsoc.csv,0.05,0.28,0.08,0.87,0.03,0.11,0.0,0.04,0.3,0.14,0.05,0.34,0.83,0.19,0.26,0.15
hydrate.csv,0.13,0.11,0.09,0.13,0.03,0.0,0.13,0.15,0.02,0.09,0.16,0.59,0.0,0.1,0.11,0.17
ivef-sdk.csv,0.56,0.56,0.72,0.0,0.63,0.95,0.75,0.07,0.74,0.43,0.0,0.03,1.0,0.48,0.0,0.56
jmri.csv,0.21,0.01,0.49,0.97,0.77,0.51,0.7,0.41,0.58,0.74,0.37,0.32,0.17,0.9,0.63,0.62
kdenlive.csv,0.03,0.38,0.34,0.2,0.43,0.44,0.34,0.54,0.53,0.49,0.68,0.58,0.17,0.43,0.58,0.62
motu.csv,0.0,0.06,0.28,0.0,0.06,0.11,0.03,0.0,0.21,0.26,0.26,0.12,0.0,0.24,0.11,0.31
plplot.csv,0.38,0.7,0.49,0.93,0.6,0.02,0.48,0.78,0.3,0.31,0.63,0.83,0.67,0.76,0.95,0.63
projectfactory.csv,0.13,0.26,0.43,0.03,0.63,0.18,0.33,0.26,0.0,0.11,0.16,0.22,0.33,0.57,0.11,0.42
runuomondains.csv,0.05,0.13,0.19,0.47,0.26,0.0,0.02,0.22,0.05,0.03,0.0,0.0,0.5,0.05,0.0,0.19
somap.csv,0.97,0.97,0.98,1.0,0.83,0.91,0.98,1.0,0.98,1.0,1.0,1.0,0.17,1.0,1.0,0.81
taverna.csv,0.26,0.21,0.0,0.07,0.17,0.07,0.21,0.35,0.42,0.11,0.11,0.07,0.0,0.38,0.05,0.19
tigermud.csv,0.97,0.57,0.57,0.03,0.54,0.05,0.23,0.35,0.23,0.23,1.0,0.61,0.17,0.29,0.63,0.44
wishmaster.csv,0.21,0.08,0.04,0.0,0.0,0.07,0.0,0.07,0.12,0.03,0.11,0.03,0.0,0.0,0.05,0.23
