,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.0,0.8,0.81,0.76,0.31,0.32,0.29,0.83,0.16,0.75,0.77,0.12,0.12,1.0,0.16,0.22,0.52,1.0,0.1
autofac.csv,0.5,0.8,0.06,0.21,0.29,0.39,0.41,0.77,0.12,0.59,0.23,0.36,0.5,0.66,0.48,0.49,0.09,0.56,0.3
avisynth2.csv,0.0,0.18,0.12,0.12,0.02,0.0,0.05,0.01,0.03,0.08,0.0,0.08,0.12,0.03,0.12,0.0,0.13,0.05,0.0
dsworkbench.csv,0.5,0.35,0.19,0.15,0.04,0.04,0.12,0.13,0.28,0.18,0.23,0.12,0.06,0.35,0.24,0.02,0.02,0.2,0.1
exist.csv,0.5,0.92,0.88,0.97,0.6,0.68,0.9,0.96,0.53,0.29,1.0,0.84,0.62,0.81,0.16,0.73,1.0,0.8,1.0
forester-atv.csv,0.0,0.28,0.12,0.09,0.0,0.04,0.17,0.01,0.31,0.06,0.0,0.16,0.06,0.03,0.12,0.0,0.04,0.05,0.2
freelords.csv,0.0,0.88,0.5,0.73,0.52,0.39,0.34,0.69,0.72,0.73,0.54,0.16,0.69,0.6,0.72,0.25,0.41,0.66,0.5
gephex.csv,0.0,0.57,1.0,0.94,0.94,0.46,0.49,0.76,0.38,0.62,0.38,0.92,1.0,0.76,0.4,0.82,0.63,0.32,0.4
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.8,1.0,1.0,0.92,1.0,1.0,1.0,1.0
java-gnome.csv,0.0,0.65,0.56,0.33,0.19,0.21,0.27,0.46,0.06,0.28,0.08,0.68,0.12,0.24,0.08,0.39,0.24,0.17,0.0
jpaul.csv,0.0,0.42,0.31,0.12,0.0,0.04,0.24,0.3,0.12,0.12,0.23,0.16,0.0,0.13,0.2,0.25,0.02,0.0,0.0
neodatis-odb.csv,1.0,0.78,0.19,0.39,0.12,0.18,0.66,0.3,0.12,0.31,0.54,0.28,0.06,0.89,0.44,0.29,0.04,0.41,0.6
octet.csv,1.0,0.65,0.38,0.91,0.06,0.25,0.63,0.3,0.31,0.96,0.38,0.28,0.75,0.95,0.96,0.2,0.09,0.54,0.5
personalaccess.csv,0.0,0.42,0.56,0.18,0.08,0.07,0.44,0.19,0.31,0.07,0.46,0.28,0.12,0.19,0.28,0.12,0.02,0.12,0.2
pokenetonline.csv,0.0,0.9,1.0,0.88,0.96,0.5,0.51,0.87,0.44,1.0,0.92,0.24,0.5,1.0,0.96,0.57,0.54,0.88,0.5
rcp-company-uibindings.csv,0.0,0.57,0.75,0.33,0.44,0.29,0.34,0.63,0.25,0.25,0.31,0.12,0.25,0.42,0.32,0.47,0.33,0.51,0.0
scenemonitor.csv,0.0,0.6,0.56,0.3,0.21,0.14,0.15,0.26,0.25,0.13,0.31,0.32,0.25,0.02,0.24,0.06,0.17,0.37,0.3
servicestack.csv,0.0,0.1,0.19,0.09,0.0,0.11,0.0,0.19,0.03,0.53,0.31,0.0,0.0,0.15,0.2,0.0,0.2,0.0,0.0
st-filteredstatistics.csv,0.0,0.72,0.31,0.64,0.71,0.64,0.83,0.53,0.53,0.92,0.08,0.52,0.75,0.37,0.4,0.76,0.2,0.37,0.6
