,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.23,0.53,0.49,0.53,0.57,0.63,0.14,0.39,0.24,0.55,0.57,0.57,0.51,0.0,0.26,0.47,0.72,0.0,0.49
autofac.csv,0.51,0.46,0.05,0.73,0.32,0.44,0.72,0.49,0.24,0.64,0.45,0.57,0.24,0.72,0.54,0.56,0.52,0.5,0.58
avisynth2.csv,0.24,0.27,0.24,0.17,0.0,0.05,0.15,0.04,0.12,0.06,0.12,0.15,0.0,0.99,0.24,0.0,0.52,0.0,0.07
dsworkbench.csv,0.36,0.74,0.77,0.32,0.21,0.23,0.21,0.28,0.53,0.2,0.32,0.29,0.0,0.0,0.32,0.48,0.22,0.31,0.34
exist.csv,0.51,0.3,0.38,0.13,0.51,0.61,0.31,0.17,0.49,0.77,0.0,0.46,0.45,0.54,0.29,0.47,0.0,0.51,0.0
forester-atv.csv,0.31,0.79,0.55,0.2,0.0,0.16,0.21,0.06,0.66,0.19,0.1,0.42,0.0,0.0,0.53,0.34,0.34,0.1,0.3
freelords.csv,0.88,0.39,0.71,0.54,0.47,0.66,0.74,0.59,0.64,0.61,0.69,0.31,0.61,0.59,0.54,0.47,0.54,0.53,0.56
gephex.csv,0.22,0.36,0.0,0.24,0.24,0.66,0.66,0.55,0.38,0.54,0.7,0.29,0.0,0.0,0.55,0.45,0.66,0.72,0.56
google-collections.csv,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.55,0.0,0.0,0.3,0.0,0.0,0.0,0.0
java-gnome.csv,0.07,0.49,0.64,0.51,0.46,0.37,0.33,0.38,0.18,0.38,0.38,0.57,0.79,0.0,0.27,0.46,0.39,0.35,0.31
jpaul.csv,0.31,0.63,0.23,0.25,0.0,0.1,0.85,0.22,0.35,0.06,0.21,0.12,0.0,0.38,0.33,0.47,0.22,0.0,0.18
neodatis-odb.csv,0.0,0.53,0.34,0.56,0.26,0.32,0.55,0.7,0.35,0.37,0.56,0.49,0.0,0.38,0.55,0.59,0.07,0.5,0.67
octet.csv,0.0,0.46,0.45,0.31,0.37,0.38,0.45,0.52,0.44,0.17,0.7,0.55,0.2,0.21,0.17,0.85,0.34,0.59,0.71
personalaccess.csv,0.26,0.75,0.53,0.59,0.15,0.17,0.63,0.31,0.53,0.34,0.58,0.6,0.0,0.37,0.77,0.61,0.34,0.18,0.43
pokenetonline.csv,0.62,0.35,0.0,0.39,0.17,0.69,0.61,0.41,0.7,0.0,0.3,0.74,0.26,0.0,0.17,0.72,0.81,0.4,0.73
rcp-company-uibindings.csv,0.79,0.66,0.56,0.51,0.38,0.58,0.65,0.44,0.39,0.35,0.63,0.31,0.21,0.65,0.53,0.32,0.44,0.53,0.88
scenemonitor.csv,0.26,0.58,0.6,0.51,0.34,0.46,0.52,0.39,0.71,0.25,0.69,0.23,0.11,0.0,0.44,0.34,0.4,0.34,0.45
servicestack.csv,0.15,0.51,0.24,0.39,0.0,0.06,0.0,0.17,0.06,0.51,0.4,0.18,0.0,0.38,0.24,0.17,0.68,0.0,0.04
st-filteredstatistics.csv,0.43,0.41,0.53,0.6,0.58,0.69,0.45,0.6,0.67,0.29,0.77,0.57,0.62,0.66,0.63,0.51,0.51,0.4,0.57
