,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,2.0,25.0,1.0,0.0,5.0,1.0,1.0,0.0,168.0,95.0,1.0,0.0,41.0,1.0
crux-framework.csv,4.0,13.0,11.0,2.0,0.0,4.0,1.0,0.0,8.0,0.0,0.0,1.0,2.0,0.0
etherboot.csv,0.0,4.0,411.0,0.0,0.0,0.0,99.0,0.0,1.0,1.0,0.0,342.0,26.0,1.0
freebios.csv,0.0,15.0,74.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,48.0,2.0
gebr.csv,0.0,45.0,0.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,4.0,68.0,1.0
gnukeda.csv,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,78.0,0.0
google-gears.csv,2.0,22.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,63.0,1.0
gstreamer.csv,3.0,43.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,62.0,1.0
jnode.csv,3.0,5.0,0.0,1.0,82.0,116.0,1.0,0.0,168.0,0.0,1.0,0.0,22.0,1.0
metacosm.csv,3.0,14.0,53.0,0.0,10.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,24.0,0.0
openmeetings.csv,1.0,0.0,49.0,0.0,8.0,0.0,0.0,2.0,0.0,3.0,0.0,7.0,35.0,0.0
pgui.csv,4.0,42.0,411.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,342.0,68.0,1.0
tradelink.csv,0.0,32.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,38.0,1.0
wxcrp.csv,6.0,45.0,1.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0,3.0,62.0,1.0
