,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,79.5,68.5,186.5,0.0,1220.0,44.5,0.0,66.5,118.0,87.5,180.0,150.0,0.0,68.5
columba.csv,289.5,367.0,99.0,293.5,99.0,92.5,659.5,98.5,293.0,197.5,196.5,486.5,98.5,1169.0
encog-cs.csv,99.0,365.0,99.0,391.0,198.0,92.5,758.0,98.5,987.5,2103.0,888.0,291.5,98.5,1435.5
fido.csv,85.5,0.0,0.0,0.0,151.0,0.0,474.5,88.5,0.0,98.5,99.0,122.5,98.5,0.0
flexpay.csv,87.5,88.5,475.5,863.0,99.0,250.5,694.5,98.5,576.5,98.5,198.0,290.5,88.5,324.0
fluent-nhibernate.csv,192.0,174.0,377.0,293.5,99.0,91.5,189.0,92.5,314.0,98.5,292.0,486.5,88.5,283.5
geochat.csv,82.5,196.0,455.5,365.0,198.0,292.5,876.5,99.0,380.5,98.5,198.0,188.0,98.5,720.0
gpsmid.csv,95.5,194.0,671.5,490.0,198.0,588.0,567.0,99.0,358.0,197.5,297.0,486.5,98.5,1645.0
k3d.csv,158.0,95.5,99.0,195.0,197.0,243.5,1685.5,95.5,607.0,197.5,99.0,267.5,98.5,325.5
m-a-d-n-e-s-s.csv,76.5,0.0,99.0,362.0,183.0,389.5,427.5,99.0,135.0,98.5,99.0,268.5,90.5,744.0
mob-sen-plat.csv,99.0,279.5,99.0,391.0,99.0,588.0,758.0,98.5,1009.5,197.5,198.0,579.0,98.5,1415.5
ninject.csv,79.5,154.0,944.0,450.5,99.0,292.5,380.0,99.0,180.0,98.5,671.0,95.5,98.5,305.0
uface.csv,99.0,95.5,99.0,293.5,198.0,588.0,659.5,98.5,810.5,395.5,198.0,486.5,98.5,1505.0
v8.csv,192.0,157.0,653.5,490.0,198.0,588.0,281.5,99.0,1081.0,920.5,99.0,182.0,98.5,649.5
