,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.57,0.62,0.04,0.43,0.0,0.0,0.51,0.77,0.59
jicarilla.csv,0.04,0.0,0.9,0.0,0.0,0.0,0.04,0.45,0.13
optalgtoolkit.csv,0.51,0.51,0.5,0.58,0.45,0.71,0.49,0.24,0.4
oscarmcmaster.csv,0.65,0.52,0.04,0.63,0.17,0.35,0.31,0.45,0.58
ossim.csv,0.25,0.22,0.24,0.7,0.0,0.36,0.48,0.35,0.31
projectts.csv,0.5,0.22,0.07,0.6,0.41,0.37,0.56,0.02,0.49
sabbu.csv,0.74,0.57,0.14,0.67,0.69,0.19,0.47,0.11,0.58
vxl.csv,0.58,0.41,0.18,0.67,0.32,0.34,0.52,0.31,0.53
zact.csv,0.46,0.04,0.46,0.52,0.72,0.0,0.42,0.39,0.33
