,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.92,1.0,1.0,1.0,0.93,1.0,0.97,0.0,0.95
galaxium.csv,0.89,1.0,1.12,0.9,0.03,0.85,0.83,0.63,0.8
jython.csv,0.64,0.51,0.01,0.66,0.8,0.77,0.65,1.16,0.71
ninject.csv,0.96,0.97,1.11,0.83,0.66,0.94,0.94,0.8,0.0
ondex.csv,0.79,1.0,0.6,0.8,0.95,0.89,0.06,0.24,0.82
opentibia.csv,0.01,1.01,0.99,0.75,0.73,0.91,0.8,0.39,0.66
power-architect.csv,0.95,0.65,1.0,0.73,0.88,0.0,0.84,1.05,0.86
unbvision.csv,0.88,0.97,0.94,0.03,0.56,0.67,0.64,0.65,0.65
x-ray-mule.csv,0.85,0.0,0.86,0.9,0.87,0.9,0.73,0.89,0.88
