,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,xcmetadataservicestoolkit.csv,arm-webradio.csv,gisgraphy.csv
arm-webradio.csv,198.0,364.5,98.5,196.5,518.5,99.0,93.5,196.0,190.0,98.5,43.5
crisscross.csv,198.0,1824.0,304.0,99.0,659.5,99.0,99.0,87.5,194.0,98.5,782.5
cubefs.csv,197.5,1824.0,98.5,99.0,569.0,99.0,99.0,194.0,191.0,98.5,956.5
gisgraphy.csv,197.0,0.0,398.5,196.5,308.5,98.5,93.5,196.0,56.5,225.5,74.5
iaml.csv,198.0,480.0,98.5,99.0,180.0,99.0,193.0,94.5,89.5,98.5,525.0
ivataopenportal.csv,198.0,1824.0,98.5,99.0,659.5,99.0,98.5,197.0,194.0,98.5,979.5
mb-unit.csv,198.0,423.0,98.5,297.0,659.5,99.0,98.5,95.5,191.0,98.5,1235.0
mvdsv.csv,178.0,955.0,0.0,98.5,180.0,63.0,98.5,97.5,86.5,103.0,74.5
nova.csv,99.0,140.0,98.5,297.0,1863.5,99.0,99.0,197.0,191.0,98.5,1235.0
openwbem.csv,98.5,55.5,66.5,297.0,949.0,393.0,96.5,197.0,190.0,98.5,411.5
xcmetadataservicestoolkit.csv,99.0,1824.0,1355.5,99.0,566.0,99.0,99.0,88.5,194.0,98.5,1155.5
