,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.48,0.57,0.47,0.43,0.59,0.43,0.44,0.42,0.42,0.45,0.54,0.44,0.58,0.32,0.44,0.39,0.43
codepurge.csv,0.53,0.5,0.48,0.65,0.47,0.35,0.61,0.58,0.39,0.41,0.61,0.43,0.89,0.39,0.31,0.43,0.5
crisscross.csv,0.49,0.42,0.53,0.46,0.46,0.36,0.42,0.38,0.36,0.36,0.69,0.35,0.47,0.28,0.37,0.44,0.34
elvishrayrenderer.csv,0.54,0.94,0.62,0.6,0.41,0.48,0.54,0.55,0.39,0.37,0.65,0.46,0.5,0.45,0.38,0.45,0.3
gisgraphy.csv,0.99,0.0,0.95,0.89,0.67,0.88,0.9,0.65,0.85,0.34,0.6,0.51,0.58,0.52,0.89,0.62,0.65
ivataopenportal.csv,0.46,0.42,0.47,0.4,0.52,0.43,0.39,0.39,0.35,0.34,0.4,0.34,0.39,0.28,0.36,0.39,0.3
lite.csv,0.96,0.0,0.91,0.98,0.49,0.45,0.86,0.56,0.53,0.5,0.67,0.5,0.77,0.8,0.6,0.52,0.4
mb-unit.csv,0.49,0.69,0.47,0.45,0.43,0.38,0.39,0.57,0.35,0.47,0.83,0.41,0.5,0.28,0.37,0.43,0.31
nova.csv,0.69,0.62,0.82,0.6,0.7,0.47,0.62,0.72,0.92,0.79,0.58,0.55,0.66,0.33,0.63,0.98,0.67
olex2.csv,0.5,0.64,0.62,0.48,0.43,0.5,0.56,0.55,0.38,0.85,0.86,0.44,0.7,0.28,0.41,0.56,0.4
openwbem.csv,0.45,0.6,0.56,0.54,0.58,0.44,0.46,0.42,0.48,0.72,0.65,0.43,0.62,0.31,0.38,0.56,0.44
stajistics.csv,0.56,0.43,0.45,0.44,0.4,0.35,0.43,0.44,0.36,0.36,0.45,0.42,0.46,0.28,0.39,0.47,0.34
uwom.csv,0.56,0.0,0.9,0.52,0.61,0.4,0.5,0.42,0.41,0.39,0.9,0.83,0.47,0.38,0.41,0.62,0.65
xcmetadataservicestoolkit.csv,0.76,0.43,0.54,0.6,0.5,0.38,0.55,0.45,0.43,0.89,0.45,0.39,0.96,0.28,0.44,0.54,0.36
