,recall,precision,pf,wins
atlc.csv,0.97,0.43,0.86,2
boost-sandbox.csv,0.5,0.4,0.34,6
dspace-gsoc.csv,0.38,0.45,0.28,8
enlightenment.csv,0.75,0.5,0.57,7
fceugc.csv,0.5,0.54,0.26,14
gnukeda.csv,0.79,0.48,0.57,9
jaolt.csv,0.62,0.49,0.32,13
knowledge.csv,0.98,0.42,0.96,0
kowari.csv,0.36,0.55,0.17,16
lufa-lib.csv,0.59,0.46,0.59,3
maidsafe-dht.csv,0.38,0.53,0.16,17
pixel-commandos.csv,0.15,0.78,0.04,18
playerstage.csv,0.5,0.62,0.32,15
proftp.csv,0.43,0.47,0.28,12
tcvp.csv,0.03,0.25,0.05,4
theresa.csv,0.0,0.0,0.0,1
uwom.csv,0.69,0.45,0.46,10
xapian.csv,0.73,0.52,0.6,5
yaprm.csv,0.47,0.47,0.33,11
