,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.4,0.51,0.42,0.36,0.42,0.45,0.49,0.39,0.34,0.36,0.41,0.4,0.35,0.52,0.29,0.53,0.4,0.44,0.38
boost-sandbox.csv,0.58,0.0,0.57,0.47,0.47,0.72,0.98,0.46,0.42,0.4,0.56,0.9,0.57,0.57,0.44,0.5,0.72,0.49,0.57
dspace-gsoc.csv,0.63,0.65,0.67,0.6,0.82,0.52,0.92,0.83,0.63,0.33,0.5,0.61,0.56,0.0,0.39,0.46,0.71,0.73,0.73
enlightenment.csv,0.45,0.51,0.44,0.44,0.4,0.55,0.54,0.43,0.38,0.36,0.46,0.43,0.36,0.64,0.34,0.52,0.58,0.52,0.49
fceugc.csv,0.54,0.9,0.8,0.57,0.46,0.61,0.58,0.96,0.56,0.52,0.62,0.39,0.94,0.62,0.88,0.96,0.7,0.88,0.61
gnukeda.csv,0.48,0.65,0.42,0.38,0.38,0.59,0.49,0.4,0.45,0.35,0.42,0.37,0.36,0.67,0.33,0.55,0.54,0.5,0.44
jaolt.csv,0.56,0.5,0.43,0.4,0.38,0.46,0.49,0.69,0.36,0.39,0.32,0.3,0.41,0.92,0.56,0.46,0.43,0.52,0.46
knowledge.csv,0.39,0.41,0.41,0.35,0.4,0.45,0.45,0.39,0.34,0.35,0.42,0.38,0.36,0.37,0.3,0.52,0.44,0.43,0.4
kowari.csv,0.73,0.75,0.54,0.68,0.44,0.5,0.62,0.77,0.73,0.86,0.67,0.47,0.64,0.5,0.83,0.85,0.62,0.86,0.53
lufa-lib.csv,0.6,0.63,0.46,0.7,0.48,0.64,0.6,0.53,0.47,0.76,0.65,0.46,0.43,0.37,0.9,0.74,0.53,0.49,0.57
maidsafe-dht.csv,0.86,0.0,0.6,0.56,0.5,0.59,0.87,0.78,0.8,0.38,0.45,0.43,0.6,0.67,0.88,0.54,0.69,0.69,0.78
pixel-commandos.csv,0.86,0.8,0.0,0.93,0.69,0.8,0.97,0.92,0.88,0.93,0.9,0.89,0.92,0.75,0.67,0.86,0.75,0.75,0.99
playerstage.csv,0.52,0.55,0.46,0.59,0.43,0.82,0.59,0.48,0.55,0.55,0.75,0.53,0.57,0.47,0.56,0.53,0.77,0.61,0.48
proftp.csv,0.69,0.82,0.75,0.5,0.5,0.62,0.63,0.57,0.59,0.3,0.42,0.47,0.44,0.75,0.88,0.46,0.55,0.66,0.6
tcvp.csv,0.67,0.5,0.91,0.93,0.67,0.75,0.95,0.92,0.75,0.0,0.9,0.5,0.0,0.89,0.0,0.97,0.75,0.93,0.99
theresa.csv,0.0,0.0,0.67,0.67,0.67,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.75,0.94
uwom.csv,0.46,0.45,0.74,0.56,0.5,0.46,0.72,0.87,0.66,0.54,0.43,0.44,0.43,0.47,0.83,0.52,0.63,0.48,0.8
xapian.csv,0.46,0.49,0.47,0.44,0.42,0.48,0.49,0.49,0.52,0.4,0.51,0.45,0.51,0.44,0.56,0.63,0.81,0.55,0.47
yaprm.csv,0.58,0.83,0.65,0.72,0.67,0.63,0.8,0.58,0.51,0.35,0.65,0.55,0.68,0.89,0.61,0.9,0.52,0.71,0.61
