,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.67,0.44,0.41,0.34,0.66,0.56,0.0,0.68,0.37,0.95,0.59,0.61,1.0,0.2
emeraldemu.csv,0.28,0.26,0.35,0.3,0.0,0.06,0.62,0.34,0.26,0.03,0.25,0.06,0.24,0.26
frogatto.csv,0.35,0.41,0.58,0.16,0.47,0.36,0.49,0.88,0.7,0.89,0.5,0.0,0.61,0.44
grafx2.csv,0.43,0.44,0.47,0.32,0.49,0.59,0.55,0.38,0.74,0.0,0.56,0.48,0.45,0.64
jahshakafx.csv,0.0,0.07,0.08,0.04,0.07,0.04,0.17,0.0,0.07,0.03,0.06,0.12,0.05,0.08
nassp.csv,0.14,0.18,0.11,0.1,0.25,0.04,0.15,0.32,0.0,0.13,0.0,0.21,0.26,0.05
netatalk.csv,0.15,0.22,0.11,0.07,0.14,0.06,0.11,0.08,0.17,0.16,0.19,0.03,0.0,0.09
open-beos.csv,0.31,0.35,0.44,0.18,0.28,0.0,0.7,0.57,0.33,0.84,0.25,0.12,0.58,0.33
psycle.csv,0.66,0.79,0.83,0.05,0.7,0.65,0.7,0.53,0.7,0.37,0.59,0.39,0.47,0.66
quantlib.csv,0.14,0.16,0.36,0.34,0.28,0.13,0.53,0.78,0.33,0.13,0.34,0.45,0.21,0.0
reaper-ecad.csv,0.45,0.02,0.0,0.05,0.18,0.21,0.62,0.03,0.24,0.0,0.19,0.3,0.05,0.04
sbml.csv,0.56,0.71,0.75,0.51,0.65,0.52,0.51,0.55,0.78,0.11,0.03,0.48,0.84,0.46
unimrcp.csv,0.17,0.11,0.1,0.05,0.11,0.07,0.32,0.0,0.09,0.03,0.0,0.03,0.03,0.12
unladen-swallow.csv,0.55,0.02,0.01,0.68,0.04,0.07,0.19,0.54,0.54,0.21,0.75,0.58,0.42,0.43
