,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.24,0.4,0.21,0.5,0.58,0.52,0.43,0.41,0.56,0.23,0.98,0.32
archive-crawler.csv,0.27,0.51,0.26,0.37,0.63,0.53,0.45,0.46,0.37,1.0,0.29,0.43
blue-c.csv,0.33,0.51,0.3,0.23,0.64,0.97,0.59,0.63,0.56,0.38,0.67,0.38
dynalloy.csv,0.27,0.99,0.11,0.1,0.62,0.14,0.33,0.49,0.56,0.4,0.42,0.36
jcae.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.05,0.02,0.08,0.09,0.0
kmatplot.csv,0.98,0.33,0.15,0.23,0.4,0.17,0.41,0.12,0.3,0.21,0.27,0.47
mscore.csv,0.36,0.41,0.24,0.38,0.73,0.68,0.98,0.63,0.49,0.51,0.59,0.41
nosleepsoftware.csv,0.15,0.0,0.0,0.94,0.33,0.16,0.29,0.09,0.06,0.21,0.08,0.38
openmalaria.csv,0.38,0.42,0.23,0.48,0.72,0.64,0.68,0.99,0.51,0.35,0.46,0.39
popeye-chess.csv,0.35,0.45,0.2,0.42,0.97,0.68,0.68,0.65,0.59,0.47,0.52,0.42
riff-evolve.csv,0.24,0.43,0.22,0.27,0.47,0.72,0.46,0.35,0.99,0.43,0.49,0.36
virtuoso.csv,0.41,0.45,0.21,0.41,0.37,0.71,0.72,0.6,0.59,0.49,0.6,0.95
