,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.38,0.44,0.78,0.81,0.86,0.53,0.34,0.38,0.69,0.35,0.95,0.29
archive-crawler.csv,0.45,0.48,0.33,0.44,0.54,0.43,0.34,0.38,0.27,1.0,0.24,0.6
blue-c.csv,0.83,0.58,0.78,0.25,0.83,1.0,0.48,0.67,0.55,0.52,0.81,0.62
dynalloy.csv,0.28,0.98,0.33,0.12,0.69,0.1,0.22,0.36,0.51,0.57,0.43,0.95
jcae.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.02,0.01,0.04,0.05,0.0
kmatplot.csv,0.97,0.27,0.22,0.19,0.26,0.1,0.28,0.07,0.21,0.17,0.19,0.5
mscore.csv,0.69,0.5,0.78,0.56,0.8,0.6,0.97,0.62,0.45,0.83,0.86,0.74
nosleepsoftware.csv,0.1,0.0,0.0,0.94,0.2,0.1,0.19,0.05,0.03,0.13,0.05,0.43
openmalaria.csv,0.83,0.54,1.0,0.69,0.6,0.57,0.69,0.98,0.52,0.48,0.62,0.76
popeye-chess.csv,0.79,0.48,0.89,0.62,0.97,0.63,0.62,0.62,0.65,0.74,0.76,0.88
riff-evolve.csv,0.28,0.44,0.44,0.31,0.34,0.73,0.38,0.29,0.99,0.43,0.43,0.9
virtuoso.csv,0.93,0.75,1.0,1.0,0.23,1.0,0.79,0.83,0.78,0.74,0.76,0.9
