,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.68,0.75,0.42,0.67,0.59,0.69,0.7,0.67,0.57,0.54,0.65,0.97
archive-crawler.csv,0.6,0.62,0.93,0.55,0.6,0.47,0.69,0.7,0.74,0.74,0.64,0.51
blue-c.csv,0.44,0.61,0.49,0.95,0.55,0.5,0.56,0.57,0.75,0.56,0.47,0.65
dynalloy.csv,0.87,0.73,0.5,0.67,0.48,0.93,0.88,0.74,0.61,0.5,0.5,0.39
jcae.csv,0.0,0.67,0.89,0.0,0.0,0.0,0.5,0.0,0.67,0.5,0.0,0.0
kmatplot.csv,0.86,0.88,0.88,0.9,0.7,0.83,0.8,0.86,0.97,0.73,0.78,0.54
mscore.csv,0.47,0.48,0.38,0.42,0.45,0.39,0.46,0.47,0.49,0.39,0.33,0.36
nosleepsoftware.csv,0.9,0.9,0.75,0.75,0.86,0.88,0.76,0.8,0.8,0.83,0.67,0.48
openmalaria.csv,0.41,0.38,0.29,0.33,0.39,0.39,0.39,0.51,0.39,0.38,0.28,0.34
popeye-chess.csv,0.42,0.47,0.29,0.38,0.54,0.38,0.38,0.45,0.4,0.34,0.35,0.31
riff-evolve.csv,0.79,0.54,0.57,0.67,0.5,0.45,0.69,0.85,0.57,0.61,0.56,0.4
virtuoso.csv,0.43,0.45,0.33,0.43,0.75,0.42,0.4,0.42,0.52,0.48,0.44,0.82
