,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.36,0.38,0.44,0.48,0.41
kmess.csv,0.89,0.79,0.75,0.92,0.46
minig.csv,0.38,0.6,0.44,0.5,0.53
rezilla.csv,0.54,0.92,0.95,0.67,0.48
webdriver.csv,0.89,0.48,0.44,0.52,0.38
