,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,2.0,25.0,46.0,26.0,0.0,0.0,2.0,13.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0
emeraldemu.csv,5.0,71.0,14.0,12.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,4.0
grafx2.csv,9.0,1.0,40.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,15.0
jahshakafx.csv,0.0,11.0,24.0,32.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0
kindb.csv,3.0,51.0,38.0,27.0,1.0,3.0,1.0,23.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0
maya-work-in-progress.csv,53.0,1.0,52.0,2.0,0.0,2.0,2.0,23.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,36.0
novembre.csv,0.0,0.0,28.0,9.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0
ns-3.csv,22.0,2.0,43.0,21.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,10.0,3.0,2.0,5.0,3.0,20.0
nullc.csv,78.0,2.0,56.0,80.0,0.0,0.0,4.0,2.0,5.0,0.0,2.0,12.0,3.0,2.0,1.0,7.0,35.0
open-beos.csv,40.0,4.0,31.0,14.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,12.0,1.0,2.0,5.0,2.0,12.0
pixel-commandos.csv,0.0,11.0,10.0,189.0,0.0,1.0,0.0,1.0,0.0,78.0,95.0,100.0,0.0,80.0,0.0,49.0,0.0
planeshift.csv,13.0,108.0,38.0,50.0,0.0,1.0,3.0,1.0,6.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,28.0
plee-the-bear.csv,72.0,1.0,0.0,3.0,0.0,0.0,5.0,8.0,6.0,0.0,0.0,14.0,2.0,2.0,0.0,1.0,94.0
reaper-ecad.csv,81.0,41.0,96.0,0.0,1.0,2.0,2.0,7.0,1.0,8.0,0.0,9.0,2.0,1.0,0.0,2.0,94.0
sbml.csv,10.0,55.0,25.0,61.0,0.0,1.0,1.0,3.0,9.0,9.0,3.0,2.0,0.0,0.0,0.0,1.0,26.0
unimrcp.csv,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unladen-swallow.csv,5.0,0.0,12.0,8.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,9.0,1.0,1.0,0.0,4.0,94.0
