,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.41,0.42,0.43,0.66,0.39,0.41,0.35,0.41,0.4,0.48,0.45,0.43,0.45,0.46,0.46,0.31,0.39
emeraldemu.csv,0.43,0.53,0.77,0.73,0.67,0.52,0.43,0.62,0.52,0.86,0.42,0.71,0.36,0.45,0.5,0.35,0.63
grafx2.csv,0.52,0.46,0.48,0.53,0.87,0.85,0.53,0.58,0.61,0.69,0.55,0.7,0.57,0.45,0.44,0.36,0.75
jahshakafx.csv,0.5,0.71,0.98,0.69,0.78,0.97,0.82,0.82,0.9,0.83,0.64,0.95,0.85,0.83,0.94,0.83,0.88
kindb.csv,0.34,0.39,0.45,0.5,0.41,0.42,0.32,0.37,0.37,0.5,0.34,0.36,0.33,0.38,0.39,0.37,0.38
maya-work-in-progress.csv,0.54,0.55,0.43,0.69,0.52,0.49,0.41,0.44,0.53,0.48,0.43,0.93,0.49,0.67,0.41,0.53,0.4
novembre.csv,0.58,0.42,0.79,0.67,0.6,0.94,0.9,0.78,0.96,0.75,0.67,0.92,0.8,0.56,0.69,0.88,0.67
ns-3.csv,0.45,0.61,0.52,0.62,0.61,0.49,0.42,0.5,0.6,0.59,0.39,0.42,0.39,0.55,0.53,0.45,0.51
nullc.csv,0.52,0.57,0.45,0.56,0.46,0.42,0.37,0.42,0.45,0.52,0.49,0.44,0.36,0.63,0.4,0.47,0.5
open-beos.csv,0.52,0.46,0.63,0.57,0.55,0.57,0.67,0.48,0.58,0.69,0.42,0.58,0.46,0.67,0.62,0.58,0.63
pixel-commandos.csv,0.94,0.99,0.95,0.0,0.67,0.67,0.0,0.95,0.0,0.0,0.0,0.0,0.83,0.0,0.92,0.0,0.75
planeshift.csv,0.37,0.44,0.55,0.72,0.42,0.63,0.34,0.48,0.41,0.77,0.57,0.45,0.37,0.51,0.51,0.36,0.67
plee-the-bear.csv,0.99,0.95,0.96,0.8,0.75,0.71,0.84,0.98,0.72,0.82,0.66,0.72,0.59,0.7,0.79,0.52,0.86
reaper-ecad.csv,0.8,0.94,0.61,0.95,0.77,0.65,0.89,0.72,0.88,0.66,0.38,0.95,0.6,0.62,0.61,0.9,0.76
sbml.csv,0.41,0.43,0.48,0.54,0.43,0.44,0.33,0.38,0.39,0.54,0.61,0.41,0.33,0.37,0.38,0.32,0.43
unimrcp.csv,0.49,0.71,0.95,0.95,0.53,0.95,0.67,0.76,0.98,0.75,0.62,0.62,0.61,0.5,0.83,0.38,0.79
unladen-swallow.csv,0.98,1.0,0.98,0.92,0.94,0.77,0.71,0.98,0.98,0.92,0.48,0.72,0.58,0.64,0.55,0.56,0.92
