,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.73,0.5,0.47,0.18,1.0,0.32
chaperon.csv,0.25,0.12,0.37,1.0,0.35,0.28
mule.csv,0.99,0.19,0.22,0.0,0.47,0.35
nunit.csv,0.46,0.36,0.53,0.0,0.86,0.97
springside.csv,0.7,0.97,0.48,0.17,0.73,0.36
swtfox.csv,0.39,0.39,0.99,0.13,0.42,0.17
