,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.0,2.0,3.0,6.0,3.0,10.0,7.0,0.0,17.0
azureus.csv,1.0,0.0,2.0,5.0,2.0,0.0,4.0,0.0,12.0
columba.csv,2.0,1.0,1.0,13.0,5.0,2.0,2.0,0.0,0.0
continuum-ide.csv,5.0,2.0,3.0,1.0,0.0,8.0,5.0,1.0,4.0
emulemorph.csv,102.0,65.0,135.0,0.0,55.0,216.0,1.0,0.0,3.0
factor.csv,3.0,0.0,1.0,109.0,0.0,5.0,7.0,0.0,0.0
pcgen.csv,1.0,0.0,0.0,23.0,7.0,2.0,77.0,1.0,0.0
stemkit.csv,4.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,3.0
utgb.csv,1.0,0.0,5.0,109.0,1.0,11.0,9.0,0.0,4.0
