,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.04,0.74,0.65,0.68,0.81,0.59,0.44,0.77,0.78
azureus.csv,0.67,0.83,0.64,0.67,0.61,0.05,0.84,0.96,0.6
columba.csv,0.97,0.62,0.55,0.73,0.54,0.61,0.42,0.83,0.1
continuum-ide.csv,0.92,0.86,0.86,0.84,0.06,0.71,0.84,0.98,0.92
emulemorph.csv,1.0,1.0,1.0,0.0,1.0,1.0,0.68,0.87,0.98
factor.csv,0.88,0.94,0.84,1.01,0.83,0.89,0.65,0.05,0.92
pcgen.csv,0.51,0.69,0.05,0.72,0.78,0.47,1.03,0.98,0.58
stemkit.csv,0.79,0.94,0.73,0.84,0.83,0.95,0.0,0.79,0.91
utgb.csv,0.5,0.03,0.79,1.0,0.71,0.68,0.71,0.81,0.85
